word,transcription,index,long
capitalisation,k.a.p.i.t.a.l.i.z.a.s.j.ɔ̃,2,0
capitalisation,k.a.p.i.t.a.l.i.z.a.s.j.ɔ̃,6,0
capitalisation,k.a.p.i.t.a.l.i.z.a.s.j.ɔ̃,10,0
capitalisation,k.a.p.i.t.a.ʎ.i.z.a.s.j.ɔ̃,2,0
capitalisation,k.a.p.i.t.a.ʎ.i.z.a.s.j.ɔ̃,6,0
capitalisation,k.a.p.i.t.a.ʎ.i.z.a.s.j.ɔ̃,10,0
captation,k.a.p.t.a.s.j.ɔ̃,2,0
captation,k.a.p.t.a.s.j.ɔ̃,5,0
capter,k.a.p.t.e,2,0
car,k.a.ʁ,2,1
caractère,k.a.ʁ.a.k.t.ɛ.ʁ,2,0
caractère,k.a.ʁ.a.k.t.ɛ.ʁ,4,0
caractères,k.a.ʁ.a.k.t.ɛ.ʁ,2,0
caractères,k.a.ʁ.a.k.t.ɛ.ʁ,4,0
caractériser,k.a.ʁ.a.k.t.e.ʁ.i.z.e,2,0
caractériser,k.a.ʁ.a.k.t.e.ʁ.i.z.e,4,0
caractéristique,k.a.ʁ.a.k.t.e.ʁ.i.s.t.i.k,2,0
caractéristique,k.a.ʁ.a.k.t.e.ʁ.i.s.t.i.k,4,0
caractéristiques,k.a.ʁ.a.k.t.e.ʁ.i.s.t.i.k,2,0
caractéristiques,k.a.ʁ.a.k.t.e.ʁ.i.s.t.i.k,4,0
caractérisé,k.a.ʁ.a.k.t.e.ʁ.i.z.e,2,0
caractérisé,k.a.ʁ.a.k.t.e.ʁ.i.z.e,4,0
caravane,k.a.ʁ.a.v.a.n,2,0
caravane,k.a.ʁ.a.v.a.n,4,0
caravane,k.a.ʁ.a.v.a.n,6,0
carbone,k.a.ʁ.b.ɔ.n,2,0
carburant,k.a.ʁ.b.y.ʁ.ɑ̃,2,0
cardiaque,k.a.ʁ.d.j.a.k,2,0
cardiaque,k.a.ʁ.d.j.a.k,6,0
cardiaques,k.a.ʁ.d.j.a.k,2,0
cardiaques,k.a.ʁ.d.j.a.k,6,0
cardiologie,k.a.ʁ.d.j.o.l.o.ʒ.i,2,0
cardiorespiratoires,k.a.ʁ.d.j.o.ʁ.ɛ.s.p.i.ʁ.a.t.w.ɔ.ʁ,2,0
cardiorespiratoires,k.a.ʁ.d.j.o.ʁ.ɛ.s.p.i.ʁ.a.t.w.ɔ.ʁ,13,0
cardiovasculaires,k.a.ʁ.d.j.o.v.a.s.k.u.l.ɛ.ʁ,2,0
cardiovasculaires,k.a.ʁ.d.j.o.v.a.s.k.u.l.ɛ.ʁ,8,0
caribou,k.a.ʁ.i.b.u,2,0
caricature,k.a.ʁ.i.k.a.t.y.ʁ,2,0
caricature,k.a.ʁ.i.k.a.t.y.ʁ,6,0
carlos,k.a.ʁ.l.o,2,0
carnets,k.a.ʁ.n.ɛ,2,0
carole,k.a.ʁ.ɔ.l,2,0
carra,k.a.ʁ.a,2,0
carra,k.a.ʁ.a,4,1
carrefour,k.a.ʁ.f.u.ʁ,2,0
carrefours,k.a.ʁ.f.u.ʁ,2,0
carrière,k.a.ʁ.j.ɛ.ʁ,2,0
carré,k.a.ʁ.e,2,1
carrément,k.a.ʁ.e.m.ɑ̃,2,1
carrés,k.a.ʁ.e,2,1
carte,k.a.ʁ.t,2,0
carte,k.a.ʁ.t.ə,2,0
cartes,k.a.ʁ.t.ə,2,0
cartes,k.a.ʁ.t,2,0
cartier,k.a.ʁ.t.j.e,2,0
cartographier,k.a.ʁ.t.ɔ.ɡ.ʁ.a.f.j.e,2,0
cartographier,k.a.ʁ.t.ɔ.ɡ.ʁ.a.f.j.e,8,0
carton,k.a.ʁ.t.ɔ̃,2,0
cartons,k.a.ʁ.t.ɔ̃,2,0
cas,k.a,2,1
cascades,k.a.s.k.a.d,2,0
cascades,k.a.s.k.a.d,5,0
cases,k.a.s,2,1
casse,k.a.s,2,1
cassé,k.a.s.e,2,1
catalyseur,k.a.t.a.ʎ.i.z.œ.ʁ,2,0
catalyseur,k.a.t.a.ʎ.i.z.œ.ʁ,4,0
catastrophe,k.a.t.a.s.t.ʁ.ɔ.f,2,0
catastrophe,k.a.t.a.s.t.ʁ.ɔ.f,4,0
catastrophes,k.a.t.a.s.t.ʁ.ɔ.f,2,0
catastrophes,k.a.t.a.s.t.ʁ.ɔ.f,4,0
catastrophique,k.a.t.a.s.t.ʁ.ɔ.f.i.k,2,0
catastrophique,k.a.t.a.s.t.ʁ.ɔ.f.i.k,4,0
catastrophique,k.a.t.a.s.t.ʁ.o.f.i.k,2,0
catastrophique,k.a.t.a.s.t.ʁ.o.f.i.k,4,0
catherine,k.a.t.ʁ.i.n,2,0
catimini,k.a.t.i.m.i.ɲ.i,2,0
catégorie,k.a.t.e.g.o.ʁ.i,2,0
catégories,k.a.t.e.g.o.ʁ.i,2,0
causera,k.o.z.ʁ.a,5,1
cavale,k.a.v.a.l,2,0
cavale,k.a.v.a.l,4,0
cavalier,k.a.v.a.ʎ.e,2,0
cavalier,k.a.v.a.ʎ.e,4,0
cela,s.ə.l.a,4,1
central,s.ɑ̃.t.ʁ.a.l,5,0
centrale,s.ɑ̃.t.ʁ.a.l,5,0
centrales,s.ɑ̃.t.ʁ.a.l,5,0
centralisée,s.ɑ̃.t.ʁ.a.ʎ.i.z.e,5,0
certificat,s.ɛ.ʁ.t.i.f.i.k.a,9,1
certification,s.ɛ.ʁ.t.i.f.i.k.a.s.j.ɔ̃,9,0
certificats,s.ɛ.ʁ.t.i.f.i.k.a,9,1
cessation,s.ɛ.s.a.s.j.ɔ̃,4,0
cessera,s.ɛ.s.ʁ.a,5,1
cetera,s.ɛ.t.ʁ.a,5,1
cetera,s.ɛ.t.ɛ.ʁ.a,6,1
chacun,ʃ.a.c.ɛ̃,2,0
chacun,ʃ.a.k.œ̃,2,0
chacune,ʃ.a.k.y.n,2,0
chadha,ʃ.a.d.a,2,0
chadha,ʃ.a.d.a,4,1
chalet,ʃ.a.l.ɛ,2,0
chalets,ʃ.a.l.ɛ.t,2,0
chaleureusement,ʃ.a.l.ø.ʁ.ø.z.m.ɑ̃,2,0
chaleureusement,ʃ.a.l.œ.ʁ.ø.z.m.ɑ̃,2,0
chaleureuses,ʃ.a.l.œ.ʁ.ø.z,2,0
champagne,ʃ.ɑ̃.p.a.ɲ,4,0
chantal,ʃ.ɑ̃.t.a.l,4,0
chapeau,ʃ.a.p.o,2,0
chapeaux,ʃ.a.p.o,2,0
chapitre,ʃ.a.p.i.t.ʁ.ə,2,0
chapitre,ʃ.a.p.i.t.ʁ,2,0
chapitre,ʃ.a.p.i.t,2,0
chapitres,ʃ.a.p.i.t.ʁ,2,0
chapleau,ʃ.a.p.l.o,2,0
chaque,ʃ.a.k,2,0
char,ʃ.a.ʁ,2,1
charbonneau,ʃ.a.ʁ.b.ɔ.n.o,2,0
charbonneau,ʃ.a.ʁ.b.ə.n.ɔ,2,0
charbons,ʃ.a.ʁ.b.ɔ̃,2,0
charette,ʃ.a.ʁ.ɛ.t,2,1
charge,ʃ.a.ʁ.ʒ,2,0
charges,ʃ.a.ʁ.ʒ,2,0
chargé,ʃ.a.ʁ.ʒ.e,2,0
chargée,ʃ.a.ʁ.ʒ.e,2,0
chargées,ʃ.a.ʁ.ʒ.e,2,0
chargés,ʃ.a.ʁ.ʒ.e,2,0
charles,ʃ.a.ʁ.l,2,0
charles,ʃ.a.ʁ.l.z,2,0
charlesbourg,ʃ.a.ʁ.l.z.b.u.ʁ,2,0
charlevoix,ʃ.a.ʁ.l.ə.v.w.a,2,0
charlevoix,ʃ.a.ʁ.l.ə.v.w.a,8,0
charlevoix,ʃ.a.ʁ.l.ə.v.w.ɔ,2,0
charmante,ʃ.a.ʁ.m.ɑ̃.t,2,0
charmants,ʃ.a.ʁ.m.ɑ̃,2,0
charme,ʃ.a.ʁ.m,2,0
charmé,ʃ.a.ʁ.m.e,2,0
charpente,ʃ.a.ʁ.p.ɑ̃.t,2,0
charpenterie,ʃ.a.ʁ.p.ɑ̃.t.ʁ.i,2,0
charrue,ʃ.a.ʁ.y,2,1
chars,ʃ.a.ʁ,2,1
charte,ʃ.a.ʁ.t,2,0
chartes,ʃ.a.ʁ.t,2,0
chassait,ʃ.a.s.ɛ,2,0
chasse,ʃ.a.s,2,0
chasser,ʃ.a.s.e,2,0
chasseurs,ʃ.a.s.œ.ʁ,2,0
chat,ʃ.a,2,1
chauffage,ʃ.o.f.a.ʒ,4,0
chenal,ʃ.ə.n.a.l,4,0
chevalier,ʃ.ə.v.a.l.j.e,4,0
chevalier,ʃ.ə.v.a.ʎ.e,4,0
chicane,ʃ.i.k.a.n,4,0
chicanes,ʃ.i.k.a.n,4,0
chinois,ʃ.i.n.w.a,5,0
chirurgicale,ʃ.i.ʁ.y.ʁ.ʒ.i.k.a.l,9,0
choisi,ʃ.w.a.z.i,3,0
choisie,ʃ.w.a.z.i,3,0
choisir,ʃ.w.a.z.i.ʁ,3,0
choisiront,ʃ.w.a.z.i.ʁ.ɔ̃,3,0
choisis,ʃ.w.a.z.i,3,0
choisissait,ʃ.w.a.z.i.s.ɛ,3,0
choisissant,ʃ.w.a.z.i.s.ɑ̃,3,0
choisissent,ʃ.w.a.z.i.s,3,0
choisissons,ʃ.w.a.z.i.s.ɔ̃,3,0
choisit,ʃ.w.a.z.i.t,3,0
choisit,ʃ.w.a.z.i,3,0
choix,ʃ.w.a,3,0
chômage,ʃ.o.m.a.ʒ,4,0
cicatrices,s.i.k.a.t.ʁ.i.s,4,0
cinquante-quatre,s.ɛ̃.k.ɑ̃.t.k.a.t,7,0
cinquante-trois,s.ɛ̃.k.ɑ̃.t.t.ʁ.w.a,9,1
cinquante-troisième,s.ɛ̃.k.ɑ̃.t.t.ʁ.w.a.z.j.ɛ.m,9,1
citation,s.i.t.a.s.j.ɔ̃,4,0
citations,s.i.t.a.s.j.ɔ̃,4,0
citoyen,s.i.t.w.a.j.ɛ̃,5,0
citoyenne,s.i.t.w.a.j.ɛ.n,5,0
citoyennes,s.i.t.w.a.j.ɛ.n,5,0
citoyenneté,s.i.t.w.a.j.ɛ.n.t.e,5,0
citoyens,s.i.t.w.a.j.ɛ̃,5,0
civilisation,s.i.v.i.l.i.z.a.s.j.ɔ̃,8,0
claque,k.l.a.k,3,0
claquer,k.l.a.k.e,3,0
clarifier,k.l.a.ʁ.i.f.j.e,3,0
clarté,k.l.a.ʁ.t.e,3,0
classe,k.l.a.s,3,1
classement,k.l.a.s.m.ɑ̃,3,1
classements,k.l.a.s.m.ɑ̃,3,1
classes,k.l.a.s,3,1
classique,k.l.a.s.i.k,3,0
classé,k.l.a.s.e,3,1
classés,k.l.a.s.e,3,1
climat,k.ʎ.i.m.a,5,1
climat,k.l.i.m.a,5,1
climatique,k.ʎ.i.m.a.t.i.k,5,0
climatiques,k.ʎ.i.m.a.t.i.k,5,0
cloud,k.l.a.ʊ.d,3,0
clubage,k.l.y.b.a.ʒ,5,0
coalition,k.ɔ.a.ʎ.i.s.j.ɔ̃,3,0
coaticook,k.ɔ.a.t.i.k.u.k,3,0
cohabitent,k.ɔ.a.b.i.t,3,0
collaborateurs,k.ɔ.l.a.b.ɔ.ʁ.a.t.œ.ʁ,4,0
collaborateurs,k.ɔ.l.a.b.ɔ.ʁ.a.t.œ.ʁ,8,0
collaborateurs,k.o.l.a.b.o.ʁ.a.t.œ.ʁ,4,0
collaborateurs,k.o.l.a.b.o.ʁ.a.t.œ.ʁ,8,0
collaboration,k.o.l.a.b.o.ʁ.a.s.j.ɔ̃,4,0
collaboration,k.o.l.a.b.o.ʁ.a.s.j.ɔ̃,8,0
collaboration,k.ɔ.l.a.b.ɔ.ʁ.a.s.j.ɔ̃,4,0
collaboration,k.ɔ.l.a.b.ɔ.ʁ.a.s.j.ɔ̃,8,0
collaborations,k.ɔ.l.a.b.ɔ.ʁ.a.s.j.ɔ̃,4,0
collaborations,k.ɔ.l.a.b.ɔ.ʁ.a.s.j.ɔ̃,8,0
collaborations,k.o.l.a.b.o.ʁ.a.s.j.ɔ̃,4,0
collaborations,k.o.l.a.b.o.ʁ.a.s.j.ɔ̃,8,0
collaboratrice,k.ɔ.l.a.b.ɔ.ʁ.a.t.ʁ.i.s,4,0
collaboratrice,k.ɔ.l.a.b.ɔ.ʁ.a.t.ʁ.i.s,8,0
collabore,k.o.l.a.b.ɔ.ʁ,4,0
collaborer,k.ɔ.l.a.b.ɔ.ʁ.e,4,0
collaboré,k.ɔ.l.a.b.ɔ.ʁ.e,4,0
collaboré,k.o.l.a.b.o.ʁ.e,4,0
collatéraux,k.o.l.a.t.e.ʁ.o,4,0
collégial,k.ɔ.l.e.ʒ.j.a.l,7,0
collégiale,k.ɔ.l.e.ʒ.j.a.l,7,0
collégiales,k.ɔ.l.e.ʒ.j.a.l,7,0
collégialité,k.ɔ.l.e.ʒ.j.a.ʎ.i.t.e,7,0
colonisation,k.ɔ.l.ɔ.ɲ.i.z.a.s.j.ɔ̃,8,0
colossal,k.ɔ.l.ɔ.s.a.l,6,0
colossal,k.o.l.o.s.a.l,6,0
colossale,k.ɔ.l.ɔ.s.a.l,6,0
coma,k.ɔ.m.a,4,1
combat,k.ɔ̃.b.a,4,1
combats,k.ɔ̃.b.a,4,1
combattre,k.ɔ̃.b.a.t.ʁ,4,0
combattre,k.ɔ̃.b.a.t,4,0
combattu,k.ɔ̃.b.a.t.y,4,0
combattue,k.ɔ̃.b.a.t.y,4,0
commentateurs,k.ɔ.m.ɑ̃.t.a.t.œ.ʁ,6,0
commercial,k.ɔ.m.ɛ.ʁ.s.j.a.l,8,0
commerciale,k.ɔ.m.ɛ.ʁ.s.j.a.l,8,0
commerciales,k.ɔ.m.ɛ.ʁ.s.j.a.l,8,0
commercialisation,k.ɔ.m.ɛ.ʁ.s.j.a.ʎ.i.z.a.s.j.ɔ̃,8,0
commercialisation,k.ɔ.m.ɛ.ʁ.s.j.a.ʎ.i.z.a.s.j.ɔ̃,12,0
communication,k.ɔ.m.y.ɲ.i.k.a.s.j.ɔ̃,8,0
communication,k.o.m.y.n.i.k.a.s.j.ɔ̃,8,0
communications,k.o.m.y.n.i.k.a.s.j.ɔ̃,8,0
communications,k.ɔ.m.y.ɲ.i.k.a.s.j.ɔ̃,8,0
commémoratif,k.o.m.e.m.o.ʁ.a.t.i.f,8,0
commémoration,k.o.m.e.m.o.ʁ.a.s.j.ɔ̃,8,0
compagnie,k.ɔ̃.p.a.ɲ.i,4,0
compagnies,k.ɔ̃.p.a.ɲ.i,4,0
comparables,k.ɔ̃.p.a.ʁ.a.b.l,4,0
comparables,k.ɔ̃.p.a.ʁ.a.b.l,6,0
comparables,k.ɔ̃.p.a.ʁ.a.b,4,0
comparables,k.ɔ̃.p.a.ʁ.a.b,6,0
comparaison,k.ɔ̃.p.a.ʁ.ɛ.z.ɔ̃,4,0
comparaisons,k.ɔ̃.p.a.ʁ.ɛ.z.ɔ̃,4,0
comparatifs,k.ɔ̃.p.a.ʁ.a.t.i.f,4,0
comparatifs,k.ɔ̃.p.a.ʁ.a.t.i.f,6,0
comparativement,k.ɔ̃.p.a.ʁ.a.t.i.v.m.ɑ̃,4,0
comparativement,k.ɔ̃.p.a.ʁ.a.t.i.v.m.ɑ̃,6,0
compare,k.ɔ̃.p.a.ʁ,4,1
comparer,k.ɔ̃.p.a.ʁ.e,4,0
comparerait,k.ɔ̃.p.a.ʁ.ə.ʁ.e,4,0
comparez,k.ɔ̃.p.a.ʁ.e,4,0
comparons,k.ɔ̃.p.a.ʁ.ɔ̃,4,0
comparution,k.ɔ̃.p.a.ʁ.y.s.j.ɔ̃,4,0
comparé,k.ɔ̃.p.a.ʁ.e,4,0
compassion,k.ɔ̃.p.a.s.j.ɔ̃,4,0
compensation,k.ɔ̃.p.ɑ̃.s.a.s.j.ɔ̃,6,0
complexification,k.ɔ̃.p.l.ɛ.k.s.i.f.i.k.a.s.j.ɔ̃,12,0
complémentarité,k.ɔ̃.p.l.e.m.ɑ̃.t.a.ʁ.i.t.e,9,0
complétera,k.ɔ̃.p.l.e.t.ʁ.a,8,1
compostage,k.ɔ̃.p.o.s.t.a.ʒ,7,0
comptabilisation,k.ɔ̃.t.a.b.i.l.i.z.a.s.j.ɔ̃,4,0
comptabilisation,k.ɔ̃.t.a.b.i.l.i.z.a.s.j.ɔ̃,10,0
comptabilise,k.ɔ̃.t.a.b.i.l.i.z,4,0
comptabilisé,k.ɔ̃.t.a.b.i.l.i.z.e,4,0
comptabilisé,k.ɔ̃.t.a.b.i.ʎ.i.z.e,4,0
comptabilité,k.ɔ̃.t.a.b.i.l.i.t.e,4,0
comptable,k.ɔ̃.t.a.b.l,4,0
comptables,k.ɔ̃.t.a.b,4,0
comptables,k.ɔ̃.t.a.b.l,4,0
comptera,k.ɔ̃.t.ʁ.a,5,1
concentration,k.ɔ̃.s.ɑ̃.t.ʁ.a.s.j.ɔ̃,7,0
concertation,k.ɔ̃.s.ɛ.ʁ.t.a.s.j.ɔ̃,7,0
concevoir,k.ɔ̃.s.v.w.a.ʁ,6,1
concevoir,k.ɔ̃.s.ə.v.w.a.ʁ,7,1
conciliation,k.ɔ̃.s.i.ʎ.a.s.j.ɔ̃,6,0
concitoyennes,k.ɔ̃.s.i.t.w.a.j.ɛ.n,7,0
concitoyens,k.ɔ̃.s.i.t.w.a.j.ɛ̃,7,0
concrétisera,k.ɔ̃.k.ʁ.e.t.i.z.ʁ.a,10,1
condamnable,k.ɔ̃.d.ɑ.n.a.b.l,6,0
condamnation,k.ɔ̃.d.ɑ.n.a.s.j.ɔ̃,6,0
condamne,k.ɔ̃.d.a.n,4,1
condamner,k.ɔ̃.d.a.n.e,4,1
condamné,k.ɔ̃.d.a.n.e,4,1
condamnés,k.ɔ̃.d.a.n.e,4,1
confidentialité,k.ɔ̃.f.i.d.ɑ̃.s.j.a.l.i.t.e,9,0
confidentialité,k.ɔ̃.f.i.d.ɑ̃.s.j.a.ʎ.i.t.e,9,0
confirmation,k.ɔ̃.f.i.ʁ.m.a.s.j.ɔ̃,7,0
confortablement,k.ɔ̃.f.ɔ.ʁ.t.a.b.l.ə.m.ɑ̃,7,0
confortables,k.ɔ̃.f.ɔ.ʁ.t.a.b.l,7,0
confrontation,k.ɔ̃.f.ʁ.ɔ̃.t.a.s.j.ɔ̃,7,0
confrontations,k.ɔ̃.f.ʁ.ɔ̃.t.a.s.j.ɔ̃,7,0
confédération,k.ɔ̃.f.e.d.e.ʁ.a.s.j.ɔ̃,8,0
conjugale,k.ɔ̃.ʒ.y.ɡ.a.l,6,0
conjugales,k.ɔ̃.ʒ.y.ɡ.a.l,6,0
connaîtra,k.ɔ.n.ɛ.t.ʁ.a,7,1
connotation,k.o.n.o.t.a.s.j.ɔ̃,6,0
consacrant,k.ɔ̃.s.ɑ̃.s.a.k.ʁ.ɑ̃,6,0
consacre,k.ɔ̃.s.ɑ̃.s.a.k.ʁ,6,0
consacre,k.ɔ̃.s.ɑ̃.s.a.k.ʁ.ə,6,0
consacrer,k.ɔ̃.s.a.k.ʁ.e,4,0
consacré,k.ɔ̃.s.ɑ̃.s.a.k.ʁ.e,6,0
consacré,k.ɔ̃.s.a.k.ʁ.e,4,0
consacrée,k.ɔ̃.s.ɑ̃.s.a.ʁ.e,6,0
consacrée,k.ɔ̃.s.a.k.ʁ.e,4,0
consacrées,k.ɔ̃.s.a.k.ʁ.e,4,0
consacrés,k.ɔ̃.s.a.k.ʁ.e,4,0
conservateur,k.ɔ̃.s.ɛ.ʁ.v.a.t.œ.ʁ,7,0
conservateurs,k.ɔ̃.s.ɛ.ʁ.v.a.t.œ.ʁ,7,0
conservation,k.ɔ̃.s.ɛ.ʁ.v.a.s.j.ɔ̃,7,0
conservera,k.ɔ̃.s.ɛ.ʁ.v.ʁ.a,8,1
considérable,k.ɔ̃.s.i.d.e.ʁ.a.b.l,8,0
considérable,k.ɔ̃.s.i.d.e.ʁ.a.b,8,0
considérable,k.ɔ̃.s.i.d.e.ʁ.a.b.l.ə,8,0
considérablement,k.ɔ̃.s.i.d.e.ʁ.a.b.l.ə.m.ɑ̃,8,0
considérables,k.ɔ̃.s.i.d.e.ʁ.a.b.l,8,0
considérables,k.ɔ̃.s.i.d.e.ʁ.a.b,8,0
considérables,k.ɔ̃.s.i.d.e.ʁ.a.b.l.ə,8,0
considération,k.ɔ̃.s.i.d.e.ʁ.a.s.j.ɔ̃,8,0
considérations,k.ɔ̃.s.i.d.e.ʁ.a.s.j.ɔ̃,8,0
consignation,k.ɔ̃.s.i.ɲ.a.s.j.ɔ̃,6,0
consolidation,k.ɔ̃.s.ɔ.ʎ.i.d.a.s.j.ɔ̃,8,0
consommateur,k.ɔ̃.s.ɔ.m.a.t.œ.ʁ,6,0
consommateurs,k.ɔ̃.s.ɔ.m.a.t.œ.ʁ,6,0
consommateurs,k.ɔ̃.s.o.m.a.t.œ.ʁ,6,0
consommation,k.ɔ̃.s.ɔ.m.a.s.j.ɔ̃,6,0
consommation,k.ɔ̃.s.o.m.a.s.j.ɔ̃,6,0
constable,k.ɔ̃.s.t.a.b.l,5,0
constables,k.ɔ̃.s.t.a.b,5,0
constamment,k.ɔ̃.s.t.a.m.ɑ̃,5,0
constat,k.ɔ̃.s.t.a,5,1
constatation,k.ɔ̃.s.t.a.t.a.s.j.ɔ̃,5,0
constatation,k.ɔ̃.s.t.a.t.a.s.j.ɔ̃,7,0
constate,k.ɔ̃.s.t.a.t,5,0
constatent,k.ɔ̃.s.t.a.t,5,0
constater,k.ɔ̃.s.t.a.t.e,5,0
constatez,k.ɔ̃.s.t.a.t.e,5,0
constats,k.ɔ̃.s.t.a,5,1
constaté,k.ɔ̃.s.t.a.t.e,5,0
constituera,k.ɔ̃.s.t.i.t.y.ʁ.a,9,1
consultatif,k.ɔ̃.s.y.l.t.a.t.i.f,7,0
consultation,k.ɔ̃.s.y.l.t.a.s.j.ɔ̃,7,0
consultations,k.ɔ̃.s.y.l.t.a.s.j.ɔ̃,7,0
consultera,k.ɔ̃.s.y.l.t.ʁ.a,8,1
conséquemment,k.ɔ̃.s.e.k.a.m.ɑ̃,6,0
contact,k.ɔ̃.t.a.k.t,4,0
contact,k.ɔ̃.t.a.k,4,0
contacte,k.ɔ̃.t.a.k.t,4,0
contacter,k.ɔ̃.t.a.k.t.e,4,0
contacts,k.ɔ̃.t.a.k,4,0
contacts,k.ɔ̃.t.a.k.t,4,0
contacté,k.ɔ̃.t.a.k.t.e,4,0
contagieux,k.ɔ̃.t.a.ʒ.j.ø,4,0
contaminés,k.ɔ̃.t.a.m.i.n.e,4,0
contestation,k.ɔ̃.t.ɛ.s.t.a.s.j.ɔ̃,7,0
contestations,k.ɔ̃.t.ɛ.s.t.a.s.j.ɔ̃,7,0
continental,k.ɔ̃.t.i.n.ɑ̃.t.a.l,8,0
continuation,k.ɔ̃.t.i.n.ɥ.a.s.j.ɔ̃,7,0
continuera,k.ɔ̃.t.i.n.y.ʁ.a,8,1
contracter,k.ɔ̃.t.ʁ.a.k.t.e,5,0
contractuelle,k.ɔ̃.t.ʁ.a.k.t.ɥ.ɛ.l,5,0
contradiction,k.ɔ̃.t.ʁ.a.d.i.k.s.j.ɔ̃,5,0
contradictions,k.ɔ̃.t.ʁ.a.d.i.k.s.j.ɔ̃,5,0
contraste,k.ɔ̃.t.ʁ.a.s.t,5,0
contrat,k.ɔ̃.t.ʁ.a,5,1
contrats,k.ɔ̃.t.ʁ.a,5,1
contrepartie,k.ɔ̃.t.ʁ.ə.p.a.ʁ.t.i,7,0
contribuables,k.ɔ̃.t.ʁ.i.b.ɥ.a.b,8,0
contribuables,k.ɔ̃.t.ʁ.i.b.ɥ.a.b.l,8,0
contribuables,k.ɔ̃.t.ʁ.i.b.ɥ.a.b.l.ə,8,0
contribuera,k.ɔ̃.t.ʁ.i.b.y.ʁ.a,9,1
convenable,k.ɔ̃.v.n.a.b.l,5,0
convenablement,k.ɔ̃.v.n.a.b.l.ə.m.ɑ̃,5,0
convenables,k.ɔ̃.v.n.a.b.l.ə,5,0
convenables,k.ɔ̃.v.n.a.b.l,5,0
conversations,k.ɔ̃.v.ɛ.ʁ.s.a.s.j.ɔ̃,7,0
convertira,k.ɔ̃.v.ɛ.ʁ.t.i.ʁ.a,9,1
conviendra,k.ɔ̃.v.j.ɛ̃.d.ʁ.a,8,1
convoité,k.ɔ̃.v.w.a.t.e,5,0
convoités,k.ɔ̃.v.w.a.t.e,5,0
conçois,k.ɔ̃.s.w.a,5,0
coopératif,k.ɔ.ɔ.p.e.ʁ.a.t.i.f,7,0
coopératif,k.o.o.p.e.ʁ.a.t.i.f,7,0
coopération,k.o.o.p.e.ʁ.a.s.j.ɔ̃,7,0
coopération,k.ɔ.ɔ.p.e.ʁ.a.s.j.ɔ̃,7,0
coopératives,k.ɔ.ɔ.p.e.ʁ.a.t.i.v,7,0
coordination,k.ɔ.ɔ.ʁ.d.i.n.a.s.j.ɔ̃,8,0
coordination,k.o.ɔ.ʁ.d.i.n.a.s.j.ɔ̃,8,0
coordonnateur,k.ɔ.ɔ.ʁ.d.ɔ.n.a.t.œ.ʁ,8,0
coordonnatrice,k.o.ɔ.ʁ.d.ø.n.a.t.ʁ.i.s,8,0
copa,k.o.p.a,4,1
corporation,k.ɔ.ʁ.p.ɔ.ʁ.a.s.j.ɔ̃,7,0
corporations,k.ɔ.ʁ.p.ɔ.ʁ.a.s.j.ɔ̃,7,0
corrélation,k.ɔ.ʁ.e.l.a.s.j.ɔ̃,6,0
cotation,k.o.t.a.s.j.ɔ̃,4,0
cotisation,k.ɔ.t.i.z.a.s.j.ɔ̃,6,0
cotisations,k.o.t.i.z.a.s.j.ɔ̃,6,0
cotisations,k.ɔ.t.i.z.a.s.j.ɔ̃,6,0
couillard,k.u.j.a.ʁ,4,1
courage,k.u.ʁ.a.ʒ,4,0
courageuse,k.u.ʁ.a.ʒ.ø.z,4,0
courageuses,k.u.ʁ.a.ʒ.ø.z,4,0
courroie,k.u.ʁ.w.a,5,0
courtage,k.u.ʁ.t.a.ʒ,5,0
courtoisie,k.u.ʁ.t.w.a.z.i,6,0
coûtera,k.u.t.ʁ.a,5,1
cpa,s.e.p.e.j.a,6,1
cravate,k.ʁ.a.v.a.t,3,0
cravate,k.ʁ.a.v.a.t,5,0
cristalliser,k.ʁ.i.s.t.a.ʎ.i.z.e,6,0
croient,k.ʁ.w.a,4,0
croire,k.ʁ.w.a.ʁ,4,1
crois,k.ʁ.w.a,4,0
croiser,k.ʁ.w.a.z.e,4,1
croisière,k.ʁ.w.a.z.j.ɛ.ʁ,4,1
croissance,k.ʁ.w.a.s.ɑ̃.s,4,1
croissant,k.ʁ.w.a.s.ɑ̃,4,1
croissante,k.ʁ.w.a.s.ɑ̃.t,4,1
croit,k.ʁ.w.a,4,1
croix,k.ʁ.w.a,4,1
croyable,k.ʁ.w.a.j.a.b.l,4,0
croyable,k.ʁ.w.a.j.a.b.l,6,0
croyaient,k.ʁ.w.a.j.ɛ,4,0
croyait,k.ʁ.w.a.j.ɛ,4,0
croyez,k.ʁ.w.a.j.e,4,0
crucial,k.ʁ.y.s.j.a.l,6,0
cruciale,k.ʁ.y.s.j.a.l,6,0
créateurs,k.ʁ.e.a.t.œ.ʁ,4,0
créatif,k.ʁ.e.a.t.i.f,4,0
création,k.ʁ.e.a.s.j.ɔ̃,4,0
créative,k.ʁ.e.a.t.i.v,4,0
créatives,k.ʁ.e.a.t.i.v,4,0
créativité,k.ʁ.e.a.t.i.v.i.t.e,4,0
créatrice,k.ʁ.e.a.t.ʁ.i.s,4,0
crémazie,k.ʁ.e.m.a.z.i,5,0
cyberattaques,s.i.b.ɛ.ʁ.a.t.a.k,6,0
