législature,prénom,nom,nom_complet,du,au,parti,circonscription
36,Claude,Béchard,Claude Béchard,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Kamouraska-Témiscouata
36,Jacques,Léonard,Jacques Léonard,1998-11-30T00:00:00Z,2001-04-07T00:00:00Z,PQ,Labelle
36,Sylvain,Pagé,Sylvain Pagé,2001-10-01T00:00:00Z,2003-04-13T00:00:00Z,PQ,Labelle
36,Jacques,Brassard,Jacques Brassard,1998-11-30T00:00:00Z,2002-01-28T00:00:00Z,PQ,Lac-Saint-Jean
36,Stéphan,Tremblay,Stéphan Tremblay,2002-06-17T00:00:00Z,2003-04-13T00:00:00Z,PQ,Lac-Saint-Jean
36,Jean-Claude,Gobé,Jean-Claude Gobé,1998-11-30T00:00:00Z,2002-02-19T00:00:00Z,PLQ,LaFontaine
36,Jean-Claude,Gobé,Jean-Claude Gobé,2003-02-20T00:00:00Z,2003-04-13T00:00:00Z,IND,LaFontaine
36,Michel,Côté,Michel Côté,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,La Peltrie
36,Fatima,Houda-Pepin,Fatima Houda-Pepin,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,La Pinière
36,André,Bourbeau,André Bourbeau,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Laporte
36,Serge,Geoffrion,Serge Geoffrion,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,La Prairie
36,Jean-Claude,St-André,Jean-Claude St-André,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,L'Assomption
36,Christos,Sirros,Christos Sirros,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Laurier-Dorion
36,Serge,Ménard,Serge Ménard,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Laval-des-Rapides
36,Jean-Pierre,Jolivet,Jean-Pierre Jolivet,1998-11-30T00:00:00Z,2001-03-06T00:00:00Z,PQ,Laviolette
36,Julie,Boulet,Julie Boulet,2001-10-01T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Laviolette
36,Linda,Goupil,Linda Goupil,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Lévis
36,Michel,Després,Michel Després,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Limoilou
36,Jean-Guy,Paré,Jean-Guy Paré,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Lotbinière
36,Paul,Bégin,Paul Bégin,1998-11-30T00:00:00Z,2002-10-27T00:00:00Z,PQ,Louis-Hébert
36,Paul,Bégin,Paul Bégin,2002-10-28T00:00:00Z,2003-04-13T00:00:00Z,IND,Louis-Hébert
36,Monique,Jérôme-Forget,Monique Jérôme-Forget,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Marguerite-Bourgeoys
36,François,Beaulne,François Beaulne,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Marguerite-D'Youville
36,Cécile,Vermette,Cécile Vermette,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Marie-Victorin
36,François,Ouimet,François Ouimet,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Marquette
36,Rémy,Désilets,Rémy Désilets,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Maskinongé
36,Gilles,Labbé,Gilles Labbé,1998-12-14T00:00:00Z,2003-04-13T00:00:00Z,PQ,Masson
36,Matthias,Rioux,Matthias Rioux,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Matane
36,Danielle,Doyer,Danielle Doyer,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Matapédia
36,Madeleine,Bélanger,Madeleine Bélanger,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Mégantic-Compton
36,Robert,Perreault,Robert Perreault,1998-11-30T00:00:00Z,2000-10-05T00:00:00Z,PQ,Mercier
36,Nathalie,Rochefort,Nathalie Rochefort,2001-04-09T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Mercier
36,Lyse,Leduc,Lyse Leduc,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Mille-Îles
36,Réal,Gauvin,Réal Gauvin,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Montmagny-L'Islet
36,Jean-François,Simard,Jean-François Simard,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Montmorency
36,André,Tranchemontagne,André Tranchemontagne,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Mont-Royal
36,Russell,Williams,Russell Williams,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Nelligan
36,Michel,Morin,Michel Morin,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Nicolet-Yamaska
36,Russell,Copeman,Russell Copeman,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Notre-Dame-de-Grâce
36,Robert,Benoît,Robert Benoît,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Orford
36,Pierre-Étienne,Laporte,Pierre-Étienne Laporte,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Outremont
36,Norman,MacMillan,Norman MacMillan,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Papineau
36,Nicole,Léger,Nicole Léger,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Pointe-aux-Trembles
36,Robert,Middlemiss,Robert Middlemiss,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Pontiac
36,Roger,Bertrand,Roger Bertrand,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Portneuf
36,Lucie,Papineau,Lucie Papineau,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Prévost
36,Sylvain,Simard,Sylvain Simard,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Richelieu
36,Yvon,Vallières,Yvon Vallières,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Richmond
36,Solange,Charest,Solange Charest,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Rimouski
36,Mario,Dumont,Mario Dumont,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,ADQ,Rivière-du-Loup
36,Pierre,Marsan,Pierre Marsan,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Robert-Baldwin
36,Benoît,Laprise,Benoît Laprise,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Roberval
36,Rita,Dionne-Marsolais,Rita Dionne-Marsolais,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Rosemont
36,François,Legault,François Legault,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Rousseau
36,Rémy,Trudel,Rémy Trudel,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Rouyn-Noranda–Témiscamingue
36,Gabriel-Yvan,Gagnon,Gabriel-Yvan Gagnon,1998-11-30T00:00:00Z,2001-09-15T00:00:00Z,PQ,Saguenay
36,François,Corriveau,François Corriveau,2002-04-15T00:00:00Z,2003-04-13T00:00:00Z,ADQ,Saguenay
36,Monique,Gagnon-Tremblay,Monique Gagnon-Tremblay,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Saint-François
36,Nicole,Loiselle,Nicole Loiselle,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Saint-Henri–Sainte-Anne
36,Léandre,Dion,Léandre Dion,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Saint-Hyacinthe
36,Roger,Paquin,Roger Paquin,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Saint-Jean
36,Jacques,Dupuis,Jacques Dupuis,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Saint-Laurent
36,André,Boulerice,André Boulerice,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Sainte-Marie–Saint-Jacques
36,Claude,Pinard,Claude Pinard,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Saint-Maurice
36,Serge,Deslières,Serge Deslières,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Salaberry-Soulanges
36,Line,Beauchamp,Line Beauchamp,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Sauvé
36,Bernard,Brodeur,Bernard Brodeur,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Shefford
36,Jean,Charest,Jean Charest,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Sherbrooke
36,Pauline,Marois,Pauline Marois,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Taillon
36,Agnès,Maltais,Agnès Maltais,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Taschereau
36,Jocelyne,Caron,Jocelyne Caron,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Terrebonne
36,Guy,Julien,Guy Julien,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Trois-Rivières
36,Michel,Létourneau,Michel Létourneau,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Ungava
36,David,Payne,David Payne,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Vachon
36,Diane,Barbeau,Diane Barbeau,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Vanier
36,Yvon,Marcoux,Yvon Marcoux,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Vaudreuil
36,Bernard,Landry,Bernard Landry,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PQ,Verchères
36,Henri-François,Gautrin,Henri-François Gautrin,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Verdun
36,William,Cusano,William Cusano,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Viau
36,Cosmo,Maciocia,Cosmo Maciocia,1998-11-30T00:00:00Z,2001-11-12T00:00:00Z,PLQ,Viger
36,Anna,Mancuso,Anna Mancuso,2002-04-15T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Viger
36,David,Cliche,David Cliche,1998-11-30T00:00:00Z,2002-01-28T00:00:00Z,PQ,Vimont
36,François,Gaudreau,François Gaudreau,2002-06-17T00:00:00Z,2003-04-13T00:00:00Z,ADQ,Vimont
36,Jacques,Chagnon,Jacques Chagnon,1998-11-30T00:00:00Z,2003-04-13T00:00:00Z,PLQ,Westmount–Saint-Louis
37,Pierre,Corbeil,Pierre Corbeil,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Abitibi-Est
37,François,Gendron,François Gendron,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Abitibi-Ouest
37,Yvan,Bordeleau,Yvan Bordeleau,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Acadie
37,Lise,Thériault,Lise Thériault,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Anjou
37,David,Whissell,David Whissell,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Argenteuil
37,Claude,Bachand,Claude Bachand,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Arthabaska
37,Janvier,Grondin,Janvier Grondin,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,ADQ,Beauce-Nord
37,Diane,Leblanc,Diane Leblanc,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Beauce-Sud
37,Serge,Deslières,Serge Deslières,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Beauharnois
37,Dominique,Vien,Dominique Vien,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Bellechasse
37,Alexandre,Bourdeau,Alexandre Bourdeau,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Berthier
37,Claude,Cousineau,Claude Cousineau,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Bertrand
37,Richard,Legendre,Richard Legendre,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Blainville
37,Nathalie,Normandeau,Nathalie Normandeau,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Bonaventure
37,Diane,Lemieux,Diane Lemieux,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Bourget
37,Jean-Pierre,Charbonneau,Jean-Pierre Charbonneau,2003-04-14T00:00:00Z,2006-11-14T00:00:00Z,PQ,Borduas
37,Line,Beauchamp,Line Beauchamp,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Bourassa-Sauvé
37,Pierre,Paradis,Pierre Paradis,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Brome-Missisquoi
37,Diane,Legault,Diane Legault,2003-04-14T00:00:00Z,2006-11-14T00:00:00Z,PLQ,Chambly
37,Noëlla,Champagne,Noëlla Champagne,2003-05-20T00:00:00Z,2007-03-25T00:00:00Z,PQ,Champlain
37,Benoît,Pelletier,Benoît Pelletier,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Chapleau
37,Éric,Mercier,Éric Mercier,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Charlesbourg
37,Rosaire,Bertrand,Rosaire Bertrand,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Charlevoix
37,Jean-Marc,Fournier,Jean-Marc Fournier,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Châteauguay
37,Sarah,Perreault,Sarah Perreault,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Chauveau
37,Stéphane,Bédard,Stéphane Bédard,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Chicoutimi
37,Thomas,Mulcair,Thomas Mulcair,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Chomedey
37,Marc,Picard,Marc Picard,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,ADQ,Chutes-de-la-Chaudière
37,Michèle,Lamquin-Éthier,Michèle Lamquin-Éthier,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Crémazie
37,Lawrence,Bergman,Lawrence Bergman,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,D'Arcy-McGee
37,Hélène,Robert,Hélène Robert,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Deux-Montagnes
37,Normand,Jutras,Normand Jutras,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Drummond
37,Jacques,Côté,Jacques Côté,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Dubuc
37,Lorraine,Richard,Lorraine Richard,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Duplessis
37,Michelle,Courchesne,Michelle Courchesne,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Fabre
37,Laurent,Lessard,Laurent Lessard,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Frontenac
37,Guy,Lelièvre,Guy Lelièvre,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Gaspé
37,Réjean,Lafrenière,Réjean Lafrenière,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Gatineau
37,André,Boisclair,André Boisclair,2003-04-14T00:00:00Z,2004-08-16T00:00:00Z,PQ,Gouin
37,Nicolas,Girard,Nicolas Girard,2004-09-20T00:00:00Z,2007-03-25T00:00:00Z,PQ,Gouin
37,Pierre,Descoteaux,Pierre Descoteaux,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Groulx
37,Louise,Harel,Louise Harel,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Hochelaga-Maisonneuve
37,Roch,Cholette,Roch Cholette,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Hull
37,André,Chenail,André Chenail,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Huntingdon
37,Jean,Rioux,Jean Rioux,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Iberville
37,Maxime,Arseneau,Maxime Arseneau,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Îles-de-la-Madeleine
37,Geoffrey,Kelley,Geoffrey Kelley,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Jacques-Cartier
37,Michel,Després,Michel Després,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Jean-Lesage
37,Michel,Bissonnet,Michel Bissonnet,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Jeanne-Mance–Viger
37,Margaret,Delisle,Margaret Delisle,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Jean-Talon
37,Claude,Boucher,Claude Boucher,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Johnson
37,Jonathan,Valois,Jonathan Valois,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Joliette
37,Françoise,Gauthier,Françoise Gauthier,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Jonquière
37,Claude,Béchard,Claude Béchard,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Kamouraska-Témiscouata
37,Sylvain,Pagé,Sylvain Pagé,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Labelle
37,Stéphan,Tremblay,Stéphan Tremblay,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Lac-Saint-Jean
37,Tony,Tomassi,Tony Tomassi,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,LaFontaine
37,France,Hamel,France Hamel,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,La Peltrie
37,Fatima,Houda-Pepin,Fatima Houda-Pepin,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,La Pinière
37,Michel,Audet,Michel Audet,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Laporte
37,Jean,Dubuc,Jean Dubuc,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,La Prairie
37,Jean-Claude,St-André,Jean-Claude St-André,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,L'Assomption
37,Christos,Sirros,Christos Sirros,2003-04-14T00:00:00Z,2004-06-16T00:00:00Z,PLQ,Laurier-Dorion
37,Elsie,Lefebvre,Elsie Lefebvre,2004-09-20T00:00:00Z,2007-03-25T00:00:00Z,PQ,Laurier-Dorion
37,Alain,Paquet,Alain Paquet,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Laval-des-Rapides
37,Julie,Boulet,Julie Boulet,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Laviolette
37,Carole,Théberge,Carole Théberge,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Lévis
37,Sylvie,Roy,Sylvie Roy,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,ADQ,Lotbinière
37,Sam,Hamad,Sam Hamad,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Louis-Hébert
37,Monique,Jérôme-Forget,Monique Jérôme-Forget,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Marguerite-Bourgeoys
37,Pierre,Moreau,Pierre Moreau,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Marguerite-D'Youville
37,Cécile,Vermette,Cécile Vermette,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Marie-Victorin
37,François,Ouimet,François Ouimet,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Marquette
37,Francine,Gaudet,Francine Gaudet,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Maskinongé
37,Luc,Thériault,Luc Thériault,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Masson
37,Nancy,Charest,Nancy Charest,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Matane
37,Danielle,Doyer,Danielle Doyer,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Matapédia
37,Daniel,Bouchard,Daniel Bouchard,2003-04-14T00:00:00Z,2004-03-15T00:00:00Z,PLQ,Mégantic-Compton
37,Daniel,Bouchard,Daniel Bouchard,2004-03-16T00:00:00Z,2007-03-25T00:00:00Z,IND,Mégantic-Compton
37,Daniel,Turp,Daniel Turp,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Mercier
37,Maurice,Clermont,Maurice Clermont,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Mille-Îles
37,Denise,Beaudoin,Denise Beaudoin,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Mirabel
37,Norbert,Morin,Norbert Morin,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Montmagny-L'Islet
37,Raymond,Bernier,Raymond Bernier,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Montmorency
37,Philippe,Couillard,Philippe Couillard,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Mont-Royal
37,Russell,Williams,Russell Williams,2003-04-14T00:00:00Z,2004-03-08T00:00:00Z,PLQ,Nelligan
37,Yolande,James,Yolande James,2004-09-20T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Nelligan
37,Michel,Morin,Michel Morin,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Nicolet-Yamaska
37,Russell,Copeman,Russell Copeman,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Notre-Dame-de-Grâce
37,Pierre,Reid,Pierre Reid,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Orford
37,Yves,Séguin,Yves Séguin,2003-04-14T00:00:00Z,2005-05-24T00:00:00Z,PLQ,Outremont
37,Raymond,Bachand,Raymond Bachand,2005-12-12T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Outremont
37,Norman,MacMillan,Norman MacMillan,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Papineau
37,Nicole,Léger,Nicole Léger,2003-04-14T00:00:00Z,2006-05-30T00:00:00Z,PQ,Pointe-aux-Trembles
37,André,Boisclair,André Boisclair,2006-08-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Pointe-aux-Trembles
37,Charlotte,L'Écuyer,Charlotte L'Écuyer,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Pontiac
37,Jean-Pierre,Soucy,Jean-Pierre Soucy,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Portneuf
37,Lucie,Papineau,Lucie Papineau,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Prévost
37,Marjolain,Dufour,Marjolain Dufour,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,René-Lévesque
37,Sylvain,Simard,Sylvain Simard,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Richelieu
37,Yvon,Vallières,Yvon Vallières,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Richmond
37,Solange,Charest,Solange Charest,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Rimouski
37,Mario,Dumont,Mario Dumont,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,ADQ,Rivière-du-Loup
37,Pierre,Marsan,Pierre Marsan,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Robert-Baldwin
37,Karl,Blackburn,Karl Blackburn,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Roberval
37,Rita,Dionne-Marsolais,Rita Dionne-Marsolais,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Rosemont
37,François,Legault,François Legault,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Rousseau
37,Daniel,Bernard,Daniel Bernard,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Rouyn-Noranda–Témiscamingue
37,Monique,Gagnon-Tremblay,Monique Gagnon-Tremblay,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Saint-François
37,Nicole,Loiselle,Nicole Loiselle,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Saint-Henri–Sainte-Anne
37,Léandre,Dion,Léandre Dion,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Saint-Hyacinthe
37,Jean-Pierre,Paquin,Jean-Pierre Paquin,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Saint-Jean
37,Jacques,Dupuis,Jacques Dupuis,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Saint-Laurent
37,André,Boulerice,André Boulerice,2003-04-14T00:00:00Z,2005-09-13T00:00:00Z,PQ,Sainte-Marie–Saint-Jacques
37,Martin,Lemay,Martin Lemay,2006-04-10T00:00:00Z,2007-03-25T00:00:00Z,PQ,Sainte-Marie–Saint-Jacques
37,Claude,Pinard,Claude Pinard,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Saint-Maurice
37,Bernard,Brodeur,Bernard Brodeur,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Shefford
37,Jean,Charest,Jean Charest,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Sherbrooke
37,Lucie,Charlebois,Lucie Charlebois,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Soulanges
37,Pauline,Marois,Pauline Marois,2003-04-14T00:00:00Z,2006-03-19T00:00:00Z,PQ,Taillon
37,Marie,Malavoy,Marie Malavoy,2006-08-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Taillon
37,Agnès,Maltais,Agnès Maltais,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Taschereau
37,Jocelyne,Caron,Jocelyne Caron,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Terrebonne
37,André,Gabias,André Gabias,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Trois-Rivières
37,Michel,Létourneau,Michel Létourneau,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Ungava
37,Camil,Bouchard,Camil Bouchard,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PQ,Vachon
37,Marc,Bellemare,Marc Bellemare,2003-04-14T00:00:00Z,2004-04-27T00:00:00Z,PLQ,Vanier
37,Sylvain,Légaré,Sylvain Légaré,2004-09-20T00:00:00Z,2007-03-25T00:00:00Z,ADQ,Vanier
37,Yvon,Marcoux,Yvon Marcoux,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Vaudreuil
37,Bernard,Landry,Bernard Landry,2003-04-14T00:00:00Z,2005-06-05T00:00:00Z,PQ,Verchères
37,Stéphane,Bergeron,Stéphane Bergeron,2005-12-12T00:00:00Z,2007-03-25T00:00:00Z,PQ,Verchères
37,Henri-François,Gautrin,Henri-François Gautrin,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Verdun
37,William,Cusano,William Cusano,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Viau
37,Vincent,Auclair,Vincent Auclair,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Vimont
37,Jacques,Chagnon,Jacques Chagnon,2003-04-14T00:00:00Z,2007-03-25T00:00:00Z,PLQ,Westmount–Saint-Louis
38,Alexis,Wawanoloath,Alexis Wawanoloath,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Abitibi-Est
