législature,prénom,nom,nom_complet,du,au,parti,circonscription
39,Clément,Gignac,Clément Gignac,2009-06-22T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Marguerite-Bourgeoys
39,Monique,Richard,Monique Richard,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Marguerite-D'Youville
39,Bernard,Drainville,Bernard Drainville,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Marie-Victorin
39,François,Ouimet,François Ouimet,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Marquette
39,Jean-Paul,Diamond,Jean-Paul Diamond,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Maskinongé
39,Guillaume,Tremblay,Guillaume Tremblay,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Masson
39,Pascal,Bérubé,Pascal Bérubé,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Matane
39,Danielle,Doyer,Danielle Doyer,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Matapédia
39,Johanne,Gonthier,Johanne Gonthier,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Mégantic-Compton
39,Amir,Khadir,Amir Khadir,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,QS,Mercier
39,Francine,Charbonneau,Francine Charbonneau,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Mille-Îles
39,Denise,Beaudoin,Denise Beaudoin,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Mirabel
39,Pierre,Arcand,Pierre Arcand,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Mont-Royal
39,Norbert,Morin,Norbert Morin,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Montmagny-L'Islet
39,Raymond,Bernier,Raymond Bernier,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Montmorency
39,Yolande,James,Yolande James,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Nelligan
39,Jean-Martin,Aussant,Jean-Martin Aussant,2008-12-08T00:00:00Z,2011-06-06T00:00:00Z,PQ,Nicolet-Yamaska
39,Jean-Martin,Aussant,Jean-Martin Aussant,2011-06-07T00:00:00Z,2011-10-30T00:00:00Z,IND,Nicolet-Yamaska
39,Jean-Martin,Aussant,Jean-Martin Aussant,2011-10-31T00:00:00Z,2012-09-03T00:00:00Z,ON,Nicolet-Yamaska
39,Kathleen,Weil,Kathleen Weil,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Notre-Dame-de-Grâce
39,Pierre,Reid,Pierre Reid,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Orford
39,Raymond,Bachand,Raymond Bachand,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Outremont
39,Norman,MacMillan,Norman MacMillan,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Papineau
39,Nicole,Léger,Nicole Léger,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Pointe-aux-Trembles
39,Charlotte,L'Écuyer,Charlotte L'Écuyer,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Pontiac
39,Michel,Matte,Michel Matte,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Portneuf
39,Gilles,Robert,Gilles Robert,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Prévost
39,Marjolain,Dufour,Marjolain Dufour,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,René-Lévesque
39,Sylvain,Simard,Sylvain Simard,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Richelieu
39,Yvon,Vallières,Yvon Vallières,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Richmond
39,Irvin,Pelletier,Irvin Pelletier,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Rimouski
39,Mario,Dumont,Mario Dumont,2008-12-08T00:00:00Z,2009-04-05T00:00:00Z,ADQ,Rivière-du-Loup
39,Jean,D'Amour,Jean D'Amour,2009-06-22T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Rivière-du-Loup
39,Pierre,Marsan,Pierre Marsan,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Robert-Baldwin
39,Denis,Trottier,Denis Trottier,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Roberval
39,Louise,Beaudoin,Louise Beaudoin,2008-12-08T00:00:00Z,2011-06-05T00:00:00Z,PQ,Rosemont
39,Louise,Beaudoin,Louise Beaudoin,2011-06-06T00:00:00Z,2012-04-02T00:00:00Z,IND,Rosemont
39,Louise,Beaudoin,Louise Beaudoin,2012-04-03T00:00:00Z,2012-09-03T00:00:00Z,PQ,Rosemont
39,François,Legault,François Legault,2008-12-08T00:00:00Z,2009-06-24T00:00:00Z,PQ,Rousseau
39,Nicolas,Marceau,Nicolas Marceau,2009-09-21T00:00:00Z,2012-09-03T00:00:00Z,PQ,Rousseau
39,Daniel,Bernard,Daniel Bernard,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Rouyn-Noranda–Témiscamingue
39,Monique,Gagnon-Tremblay,Monique Gagnon-Tremblay,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Saint-François
39,Marguerite,Blais,Marguerite Blais,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Saint-Henri–Sainte-Anne
39,Émilien,Pelletier,Émilien Pelletier,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Saint-Hyacinthe
39,Dave,Turcotte,Dave Turcotte,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Saint-Jean
39,Jacques,Dupuis,Jacques Dupuis,2008-12-08T00:00:00Z,2010-08-08T00:00:00Z,PLQ,Saint-Laurent
39,Jean-Marc,Fournier,Jean-Marc Fournier,2010-09-13T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Saint-Laurent
39,Claude,Pinard,Claude Pinard,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Saint-Maurice
39,Martin,Lemay,Martin Lemay,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Sainte-Marie–Saint-Jacques
39,François,Bonnardel,François Bonnardel,2008-12-08T00:00:00Z,2012-02-13T00:00:00Z,ADQ,Shefford
39,François,Bonnardel,François Bonnardel,2012-02-14T00:00:00Z,2012-09-03T00:00:00Z,CAQ,Shefford
39,Jean,Charest,Jean Charest,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Sherbrooke
39,Lucie,Charlebois,Lucie Charlebois,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Soulanges
39,Marie,Malavoy,Marie Malavoy,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Taillon
39,Agnès,Maltais,Agnès Maltais,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Taschereau
39,Mathieu,Traversy,Mathieu Traversy,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Terrebonne
39,Danielle,St-Amand,Danielle St-Amand,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Trois-Rivières
39,Luc,Ferland,Luc Ferland,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Ungava
39,Camil,Bouchard,Camil Bouchard,2008-12-08T00:00:00Z,2009-12-13T00:00:00Z,PQ,Vachon
39,Martine,Ouellet,Martine Ouellet,2010-07-05T00:00:00Z,2012-09-03T00:00:00Z,PQ,Vachon
39,Patrick,Huot,Patrick Huot,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Vanier
39,Yvon,Marcoux,Yvon Marcoux,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Vaudreuil
39,Stéphane,Bergeron,Stéphane Bergeron,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Verchères
39,Henri-François,Gautrin,Henri-François Gautrin,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Verdun
39,Emmanuel,Dubourg,Emmanuel Dubourg,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Viau
39,Vincent,Auclair,Vincent Auclair,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Vimont
39,Jacques,Chagnon,Jacques Chagnon,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Westmount–Saint-Louis
40,Élizabeth,Larouche,Élizabeth Larouche,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Abitibi-Est
40,François,Gendron,François Gendron,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Abitibi-Ouest
40,Christine,St-Pierre,Christine St-Pierre,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Acadie
40,Lise,Thériault,Lise Thériault,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Anjou–Louis-Riel
40,Roland,Richer,Roland Richer,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Argenteuil
40,Sylvie,Roy,Sylvie Roy,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Arthabaska
40,André,Spénard,André Spénard,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Beauce-Nord
40,Robert,Dutil,Robert Dutil,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Beauce-Sud
40,Guy,Leclair,Guy Leclair,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Beauharnois
40,Dominique,Vien,Dominique Vien,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Bellechasse
40,André,Villeneuve,André Villeneuve,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Berthier
40,Claude,Cousineau,Claude Cousineau,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Bertrand
40,Daniel,Ratthé,Daniel Ratthé,2012-09-04T00:00:00Z,2013-05-20T00:00:00Z,CAQ,Blainville
40,Daniel,Ratthé,Daniel Ratthé,2013-05-21T00:00:00Z,2014-04-06T00:00:00Z,IND,Blainville
40,Sylvain,Roy,Sylvain Roy,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Bonaventure
40,Pierre,Duchesne,Pierre Duchesne,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Borduas
40,Rita,de Santis,Rita de Santis,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Bourassa-Sauvé
40,Maka,Kotto,Maka Kotto,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Bourget
40,Pierre,Paradis,Pierre Paradis,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Brome-Missisquoi
40,Bertrand,St-Arnaud,Bertrand St-Arnaud,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Chambly
40,Noëlla,Champagne,Noëlla Champagne,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Champlain
40,Marc,Carrière,Marc Carrière,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Chapleau
40,Denise,Trudel,Denise Trudel,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Charlesbourg
40,Pauline,Marois,Pauline Marois,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Charlevoix–Côte-de-Beaupré
40,Pierre,Moreau,Pierre Moreau,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Châteauguay
40,Gérard,Deltell,Gérard Deltell,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Chauveau
40,Stéphane,Bédard,Stéphane Bédard,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Chicoutimi
40,Guy,Ouellette,Guy Ouellette,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Chomedey
40,Marc,Picard,Marc Picard,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Chutes-de-la-Chaudière
40,Norbert,Morin,Norbert Morin,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Côte-du-Sud
40,Diane,De Courcy,Diane De Courcy,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Crémazie
40,Lawrence,Bergman,Lawrence Bergman,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,D'Arcy-McGee
40,Daniel,Goyer,Daniel Goyer,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Deux-Montagnes
40,Sébastien,Schneeberger,Sébastien Schneeberger,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Drummond–Bois-Francs
40,Jean-Marie,Claveau,Jean-Marie Claveau,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Dubuc
40,Lorraine,Richard,Lorraine Richard,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Duplessis
40,Gilles,Ouimet,Gilles Ouimet,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Fabre
40,Gaétan,Lelièvre,Gaétan Lelièvre,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Gaspé
40,Stéphanie,Vallée,Stéphanie Vallée,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Gatineau
40,Françoise,David,Françoise David,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,QS,Gouin
40,François,Bonnardel,François Bonnardel,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Granby
40,Hélène,Daneault,Hélène Daneault,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Groulx
40,Carole,Poirier,Carole Poirier,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Hochelaga-Maisonneuve
40,Maryse,Gaudreault,Maryse Gaudreault,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Hull
40,Stéphane,Billette,Stéphane Billette,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Huntingdon
40,Marie,Bouillé,Marie Bouillé,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Iberville
40,Jeannine,Richard,Jeannine Richard,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Îles-de-la-Madeleine
40,Geoffrey,Kelley,Geoffrey Kelley,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Jacques-Cartier
40,André,Drolet,André Drolet,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Jean-Lesage
40,Yves,Bolduc,Yves Bolduc,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Jean-Talon
40,Filomena,Rotiroti,Filomena Rotiroti,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Jeanne-Mance–Viger
40,Yves-François,Blanchet,Yves-François Blanchet,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Johnson
40,Véronique,Hivon,Véronique Hivon,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Joliette
40,Sylvain,Gaudreault,Sylvain Gaudreault,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Jonquière
40,François,Legault,François Legault,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,L'Assomption
40,Éric,Caire,Éric Caire,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,La Peltrie
40,Fatima,Houda-Pepin,Fatima Houda-Pepin,2012-09-04T00:00:00Z,2014-01-19T00:00:00Z,PLQ,La Pinière
40,Fatima,Houda-Pepin,Fatima Houda-Pepin,2014-01-20T00:00:00Z,2014-04-06T00:00:00Z,IND,La Pinière
40,Stéphane,Le Bouyonnec,Stéphane Le Bouyonnec,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,La Prairie
40,Sylvain,Pagé,Sylvain Pagé,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Labelle
40,Alexandre,Cloutier,Alexandre Cloutier,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Lac-Saint-Jean
40,Marc,Tanguay,Marc Tanguay,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,LaFontaine
40,Nicole,Ménard,Nicole Ménard,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Laporte
40,Gerry,Sklavounos,Gerry Sklavounos,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Laurier-Dorion
40,Léo,Bureau-Blouin,Léo Bureau-Blouin,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Laval-des-Rapides
40,Julie,Boulet,Julie Boulet,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Laviolette
40,Christian,Dubé,Christian Dubé,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Lévis
40,Laurent,Lessard,Laurent Lessard,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Lotbinière-Frontenac
40,Sam,Hamad,Sam Hamad,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Louis-Hébert
40,Robert,Poëti,Robert Poëti,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Marguerite-Bourgeoys
40,Bernard,Drainville,Bernard Drainville,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Marie-Victorin
40,François,Ouimet,François Ouimet,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Marquette
40,Jean-Paul,Diamond,Jean-Paul Diamond,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Maskinongé
40,Diane,Gadoury-Hamelin,Diane Gadoury-Hamelin,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Masson
40,Pascal,Bérubé,Pascal Bérubé,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Matane-Matapédia
40,Ghislain,Bolduc,Ghislain Bolduc,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Mégantic
40,Amir,Khadir,Amir Khadir,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,QS,Mercier
40,Francine,Charbonneau,Francine Charbonneau,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Mille-Îles
40,Denise,Beaudoin,Denise Beaudoin,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Mirabel
40,Pierre,Arcand,Pierre Arcand,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Mont-Royal
40,Nathalie,Roy,Nathalie Roy,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Montarville
40,Michelyne,St-Laurent,Michelyne St-Laurent,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Montmorency
40,Yolande,James,Yolande James,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Nelligan
40,Donald,Martel,Donald Martel,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Nicolet-Bécancour
40,Kathleen,Weil,Kathleen Weil,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Notre-Dame-de-Grâce
40,Pierre,Reid,Pierre Reid,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Orford
40,Raymond,Bachand,Raymond Bachand,2012-09-04T00:00:00Z,2013-08-25T00:00:00Z,PLQ,Outremont
40,Philippe,Couillard,Philippe Couillard,2013-12-09T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Outremont
40,Alexandre,Iracà,Alexandre Iracà,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Papineau
40,Nicole,Léger,Nicole Léger,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Pointe-aux-Trembles
40,Charlotte,L'Écuyer,Charlotte L'Écuyer,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Pontiac
40,Jacques,Marcotte,Jacques Marcotte,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Portneuf
40,Marjolain,Dufour,Marjolain Dufour,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,René-Lévesque
40,Scott,McKay,Scott McKay,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Repentigny
40,Élaine,Zakaïb,Élaine Zakaïb,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Richelieu
40,Karine,Vallières,Karine Vallières,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Richmond
40,Irvin,Pelletier,Irvin Pelletier,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Rimouski
40,Jean,D'Amour,Jean D'Amour,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Rivière-du-Loup–Témiscouata
40,Pierre,Marsan,Pierre Marsan,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Robert-Baldwin
40,Denis,Trottier,Denis Trottier,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Roberval
40,Jean-François,Lisée,Jean-François Lisée,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Rosemont
40,Nicolas,Marceau,Nicolas Marceau,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Rousseau
40,Gilles,Chapadeau,Gilles Chapadeau,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Rouyn-Noranda–Témiscamingue
40,Réjean,Hébert,Réjean Hébert,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Saint-François
40,Marguerite,Blais,Marguerite Blais,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Saint-Henri–Sainte-Anne
40,Émilien,Pelletier,Émilien Pelletier,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Saint-Hyacinthe
40,Dave,Turcotte,Dave Turcotte,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Saint-Jean
40,Jacques,Duchesneau,Jacques Duchesneau,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Saint-Jérôme
40,Jean-Marc,Fournier,Jean-Marc Fournier,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Saint-Laurent
40,Luc,Trudel,Luc Trudel,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Saint-Maurice
40,Daniel,Breton,Daniel Breton,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Sainte-Marie–Saint-Jacques
40,Suzanne,Proulx,Suzanne Proulx,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Sainte-Rose
40,Alain,Therrien,Alain Therrien,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Sanguinet
40,Serge,Cardin,Serge Cardin,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Sherbrooke
40,Lucie,Charlebois,Lucie Charlebois,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Soulanges
40,Marie,Malavoy,Marie Malavoy,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Taillon
40,Agnès,Maltais,Agnès Maltais,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Taschereau
40,Mathieu,Traversy,Mathieu Traversy,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Terrebonne
40,Danielle,St-Amand,Danielle St-Amand,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Trois-Rivières
40,Luc,Ferland,Luc Ferland,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Ungava
40,Martine,Ouellet,Martine Ouellet,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Vachon
40,Sylvain,Lévesque,Sylvain Lévesque,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,CAQ,Vanier-Les Rivières
40,Yvon,Marcoux,Yvon Marcoux,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Vaudreuil
40,Stéphane,Bergeron,Stéphane Bergeron,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PQ,Verchères
40,Henri-François,Gautrin,Henri-François Gautrin,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Verdun
40,Emmanuel,Dubourg,Emmanuel Dubourg,2012-09-04T00:00:00Z,2013-08-08T00:00:00Z,PLQ,Viau
40,David,Heurtel,David Heurtel,2013-12-09T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Viau
40,Jean,Rousselle,Jean Rousselle,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Vimont
40,Jacques,Chagnon,Jacques Chagnon,2012-09-04T00:00:00Z,2014-04-06T00:00:00Z,PLQ,Westmount–Saint-Louis
41,Guy,Bourgeois,Guy Bourgeois,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Abitibi-Est
41,François,Gendron,François Gendron,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Abitibi-Ouest
41,Christine,St-Pierre,Christine St-Pierre,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Acadie
41,Lise,Thériault,Lise Thériault,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Anjou–Louis-Riel
41,Yves,St-Denis,Yves St-Denis,2014-04-07T00:00:00Z,2018-04-16T00:00:00Z,PLQ,Argenteuil
41,Yves,St-Denis,Yves St-Denis,2018-04-17T00:00:00Z,2018-09-30T00:00:00Z,IND,Argenteuil
41,Sylvie,Roy,Sylvie Roy,2014-04-07T00:00:00Z,2015-08-25T00:00:00Z,CAQ,Arthabaska
41,Sylvie,Roy,Sylvie Roy,2015-08-26T00:00:00Z,2016-07-31T00:00:00Z,IND,Arthabaska
41,Eric,Lefebvre,Eric Lefebvre,2016-12-05T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Arthabaska
41,André,Spénard,André Spénard,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Beauce-Nord
41,Robert,Dutil,Robert Dutil,2014-04-07T00:00:00Z,2015-09-21T00:00:00Z,PLQ,Beauce-Sud
41,Paul,Busque,Paul Busque,2015-11-09T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Beauce-Sud
41,Guy,Leclair,Guy Leclair,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Beauharnois
41,Dominique,Vien,Dominique Vien,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Bellechasse
41,André,Villeneuve,André Villeneuve,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Berthier
41,Claude,Cousineau,Claude Cousineau,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Bertrand
41,Mario,Laframboise,Mario Laframboise,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Blainville
41,Sylvain,Roy,Sylvain Roy,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Bonaventure
41,Simon,Jolin-Barrette,Simon Jolin-Barrette,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Borduas
41,Rita,de Santis,Rita de Santis,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Bourassa-Sauvé
41,Maka,Kotto,Maka Kotto,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Bourget
41,Pierre,Paradis,Pierre Paradis,2014-04-07T00:00:00Z,2017-01-25T00:00:00Z,PLQ,Brome-Missisquoi
