discourse,speaker,phone,phone_duration,phone_begin,phone_end,phone_position,previous_phone,following_phone,following_following_phone,syllable,syllable_begin,syllable_end,word,transcription,word_begin,word_end
23806_f3_int4_20221206_CH_205000,23806,ɛ̃,0.1200000000000001,4.82,4.94,2,v,t,s,v.ɛ̃.t,4.77,5.01,vingt,v.ɛ̃.t,4.77,5.01
14401_f6_int7_2022_03_29_assnat_174837,14401,ɛ̃,0.09999999999999432,35.77,35.87,2,v,t,s,v.ɛ̃.t,35.73,35.91,vingt,v.ɛ̃.t,35.73,35.91
30777_f13_int14_20221206_CH_193811,30777,ɛ̃,0.0799999999999983,16.42,16.5,1,<SIL>,s,p,ɛ̃,16.42,16.5,inspiré,ɛ̃.s.p.i.ʁ.e,16.42,16.89
98330_f4_int5_2015_11_17_assnat,98330,ɛ̃,0.1700000000000017,28.68,28.85,7,j,<SIL>,c,d.j.ɛ̃,28.51,28.85,quotidiens,k.ɔ.t.i.d.j.ɛ̃,28.2,28.85
ANQ096-6,10162,ɛ̃,0.11972789115646164,27.35034013605442,27.47006802721088,7,j,e,d,j.ɛ̃,27.240589569160996,27.47006802721088,citoyens,s.i.t.w.a.j.ɛ̃,26.86145124716553,27.47006802721088
23400_f1_int2_2017_04_27_comm,23400,ɛ̃,0.0799999999999983,72.94,73.02,2,v,d,i,v.ɛ̃,72.9,73.02,vingt,v.ɛ̃,72.9,73.02
ANQ096-2,10162,ɛ̃,0.08979591836734713,12.543990929705217,12.633786848072562,2,s,k,ɑ̃,s.ɛ̃,12.454195011337868,12.633786848072562,cinquantième,s.ɛ̃.k.ɑ̃.t.j.ɛ.m,12.454195011337868,12.98299319727891
63101_f2_int3_2014_02_18_assnat,63101,ɛ̃,0.05999999999999517,42.77,42.83,3,w,p,a,s.w.ɛ̃,42.6,42.83,soins,s.w.ɛ̃,42.6,42.83
68749_f3_int3_2019_04_18_CAT_0-19_30,68749,ɛ̃,0.07000000000000739,89.97,90.04,5,w,d,o,w.ɛ̃,89.92,90.04,besoins,b.ə.z.w.ɛ̃,89.67,90.04
66902_f2_int3_2013_02_13_comm_1,66902,ɛ̃,0.10000000000000052,7.47,7.57,2,v,m,i,v.ɛ̃,7.4,7.57,vingt,v.ɛ̃,7.4,7.57
64968_f3_int4_2022_03_29_assnat_164708,64968,ɛ̃,0.1100000000000001,1.67,1.78,2,m,t,n,m.ɛ̃.t,1.54,1.89,maintenant,m.ɛ̃.t.n.ɑ̃,1.54,2.16
63101_f1_int2_2014_02_18_assnat,63101,ɛ̃,0.0799999999999983,24.62,24.7,2,s,k,ɑ̃,s.ɛ̃,24.52,24.7,cinquante,s.ɛ̃.k.ɑ̃.t,24.52,25
18111_f1_int2_2013_11_21_comm,18111,ɛ̃,0.11999999999999744,35.84,35.96,3,w,a,l,ʒ.w.ɛ̃,35.66,35.96,joint,ʒ.w.ɛ̃,35.66,35.96
48329_f1_int2_2019_04_02_assnat_1952,48329,ɛ̃,0.09000000000000341,58,58.09,1,ʁ,t,ɛ,ɛ̃,58,58.09,intervenir,ɛ̃.t.ɛ.ʁ.v.ə.ɲ.i.ʁ,58,58.56
ANQ096-6,10162,ɛ̃,0.09977324263038412,48.063265306122446,48.16303854875283,5,t,p,e,t.ɛ̃,47.99342403628118,48.16303854875283,certains,s.ɛ.ʁ.t.ɛ̃,47.77392290249433,48.16303854875283
ANQ027-4,33483,ɛ̃,0.07981859410431014,18.2609977324263,18.34081632653061,1,ʁ,p,ɔ,ɛ̃,18.2609977324263,18.34081632653061,important,ɛ̃.p.ɔ.ʁ.t.ɑ̃,18.2609977324263,19.059183673469388
63101_f5_int6_2014_02_18_assnat,63101,ɛ̃,0.07000000000000006,1.01,1.08,3,j,s,y,b.j.ɛ̃,0.87,1.08,bien,b.j.ɛ̃,0.87,1.08
93404_f5_int6_2010_04_20_comm,93404,ɛ̃,0.13000000000000256,37.79,37.92,5,ʃ,m,w,ʃ.ɛ̃,37.66,37.92,prochains,p.ʁ.ɔ.ʃ.ɛ̃,37.45,37.92
23400_f2_int3_2017_04_27_comm,23400,ɛ̃,0.09000000000000341,94.34,94.43,2,l,v,i,l.ɛ̃,94.26,94.43,l'invitation,l.ɛ̃.v.i.t.a.s.j.ɔ̃,94.26,94.99
94076_f8_int10_2022_03_30_assnat_164838,94076,ɛ̃,0.13000000000000966,90.55,90.68,1,<SIL>,s,i,ɛ̃,90.55,90.68,ainsi,ɛ̃.s.i,90.55,91.03
ANQ096-15,10162,ɛ̃,0.1396825396825392,64.12675736961452,64.26643990929706,1,sp,s,i,ɛ̃,64.12675736961452,64.26643990929706,ainsi,ɛ̃.s.i,64.12675736961452,64.45600907029478
ANQ096-2,10162,ɛ̃,0.07981859410429593,77.32675736961451,77.40657596371881,2,v,t,e,v.ɛ̃,77.25691609977325,77.40657596371881,vingt-et-unième,v.ɛ̃.t.e.y.n.j.ɛ.m,77.25691609977325,77.87551020408164
98330_f2_int3_2016_09_12_comm_2,98330,ɛ̃,0.0699999999999994,5.2,5.27,1,<SIL>,p,ɔ,ɛ̃,5.2,5.27,important,ɛ̃.p.ɔ.ʁ.t.ɑ̃,5.2,5.57
20978_f1_int2_2017_04_27_comm,20978,ɛ̃,0.1599999999999966,64.4,64.56,2,s,k,v,s.ɛ̃.k,64.27,64.59,cinq,s.ɛ̃.k,64.27,64.59
63659_f2_int3_20230329_CH_151603,63659,ɛ̃,0.07000000000000739,72.58,72.65,1,<SIL>,t,i,ɛ̃,72.58,72.65,intitulé,ɛ̃.t.i.t.y.l.e,72.58,73.08
ANQ031-22,46224,ɛ̃,0.1895691609977277,28.497732426303855,28.687301587301583,3,w,d,ə,l.w.ɛ̃,28.218367346938773,28.687301587301583,loin,l.w.ɛ̃,28.218367346938773,28.687301587301583
ANQ031-11,46224,ɛ̃,0.06984126984126987,0.36167800453514737,0.4315192743764173,5,w,sp,f,w.ɛ̃,0.2519274376417234,0.4315192743764173,besoins,b.ə.z.w.ɛ̃,0.03242630385487528,0.4315192743764173
ANQ031-18,46224,ɛ̃,0.22947845804988276,100.99297052154196,101.22244897959185,1,l,sp,sil,ɛ̃,100.99297052154196,101.22244897959185,hein,ɛ̃,100.99297052154196,101.22244897959185
ANQ096-11,10162,ɛ̃,0.08979591836735779,86.3063492063492,86.39614512471655,3,ʁ,s,i,p.ʁ.ɛ̃,86.20657596371882,86.39614512471655,principe,p.ʁ.ɛ̃.s.i.p,86.20657596371882,86.63560090702947
93404_f3_int4_2010_05_11_comm,93404,ɛ̃,0.10999999999999945,46.64,46.75,2,v,d,i,v.ɛ̃,46.6,46.75,vingt,v.ɛ̃,46.6,46.75
ANQ005-1,93404,ɛ̃,0.12970521541950042,5.749433106575964,5.879138321995464,3,j,ɛ,k,b.j.ɛ̃,5.589795918367347,5.879138321995464,bien,b.j.ɛ̃,5.589795918367347,5.879138321995464
95941_f5_int6_20221206_CH_200218,95941,ɛ̃,0.0799999999999983,63.95,64.03,1,ø,p,ɔ,ɛ̃,63.95,64.03,importe,ɛ̃.p.ɔ.ʁ.t,63.95,64.36
20923_f5_int9_2006_03_03_assnat,20923,ɛ̃,0.06999999999999318,78.45,78.52,3,j,a,s,b.j.ɛ̃,78.32,78.52,bien,b.j.ɛ̃,78.32,78.52
47863_f5_int7_20230328_CH_111155,47863,ɑ,0.07000000000000028,58.14,58.21,2,s,c,i,s.ɑ,57.96,58.21,ça,s.ɑ,57.96,58.21
68749_f1_int1_2019_04_18_CAT_0-19_30,68749,ɑ,0.0799999999999983,24.82,24.9,2,p,l,e,p.ɑ,24.72,24.9,pas,p.ɑ,24.72,24.9
63101_f7_int8_2014_02_18_assnat,63101,ɑ,0.07000000000000028,38.01,38.08,5,w,ʁ,<SIL>,p.w.ɑ.ʁ,37.83,38.12,espoirs,ɛ.s.p.w.ɑ.ʁ,37.72,38.12
66902_f1_int2_2013_02_13_comm_2,66902,ɑ,0.08999999999999986,25.42,25.51,4,l,d,ə,l.ɑ,25.41,25.51,delà,d.ə.l.ɑ,25.27,25.51
63101_f1_int2_2013_12_04_comm,63101,ɑ,0.19000000000000128,24.82,25.01,3,w,ʁ,<SIL>,v.w.ɑ.ʁ,24.59,25.05,voir,v.w.ɑ.ʁ,24.59,25.05
98330_f9_int9_2021_03_31_CH_0-1433,98330,ɑ,0.07000000000000028,41.48,41.55,2,s,v,ɑ,s.ɑ,41.4,41.55,ça,s.ɑ,41.4,41.55
68409_f2_int2_2022_03_29_CH_0-1724,68409,ɑ,0.37000000000000455,95.91,96.28,2,b,ʁ,<SIL>,b.ɑ.ʁ,95.87,96.62,barre,b.ɑ.ʁ,95.87,96.62
48329_f2_int3_2019_04_02_assnat_1952,48329,ɑ,0.09000000000000341,71.56,71.65,2,s,d,w,s.ɑ,71.46,71.65,ça,s.ɑ,71.46,71.65
56492_f3_int4_2018_06_07_assnat_1,56492,ɑ,0.06999999999999318,67.73,67.8,2,v,f,ɜ,v.ɑ,67.68,67.8,va,v.ɑ,67.68,67.8
ANQ031-18,46224,ɑ,0.2394557823129162,86.95487528344671,87.19433106575963,2,s,sp,e,s.ɑ,86.84512471655329,87.19433106575963,ça,s.ɑ,86.84512471655329,87.19433106575963
ANQ031-7,46224,ɑ,0.10975056689342466,45.89818594104309,46.00793650793651,2,p,d,y,p.ɑ,45.84829931972789,46.00793650793651,pas,p.ɑ,45.84829931972789,46.00793650793651
76718_f1_int2_2006_06_12_assnat,76718,ɑ,0.07000000000000028,38.62,38.69,4,w,<SIL>,m,t.ʁ.w.ɑ,38.3,38.69,trois,t.ʁ.w.ɑ,38.3,38.69
11696_f4_int5_20230329_CH_154830,11696,ɑ,0.07000000000000028,9.03,9.1,2,s,p,u,s.ɑ,8.95,9.1,ça,s.ɑ,8.95,9.1
59678_f4_int4_2019_04_18_CH_0-19_30,59678,ɑ,0.09000000000000341,68.89,68.98,4,ʁ,d,ə,ʁ.ɑ,68.83,68.98,sera,s.ə.ʁ.ɑ,68.66,68.98
14401_f5_int6_2022_03_29_assnat_174837,14401,ɑ,0.16000000000000014,16.34,16.5,3,l,s,<SIL>,k.l.ɑ.s,16.23,16.61,classes,k.l.ɑ.s,16.23,16.61
30777_f12_int13_20221206_CH_193811,30777,ɑ,0.09999999999999432,91.01,91.11,7,t,d,ə,t.ɑ,90.92,91.11,résultat,ʁ.e.z.y.l.t.ɑ,90.61,91.11
68409_f5_int5_2022_03_29_CH_0-1724,68409,ɑ,0.07000000000000028,16.6,16.67,2,p,d,ə,p.ɑ,16.52,16.67,pas,p.ɑ,16.52,16.67
20923_f2_int4_2006_03_03_assnat,20923,ɑ,0.05000000000000071,29.52,29.57,4,w,ʁ,l,v.w.ɑ.ʁ,29.36,29.62,avoir,a.v.w.ɑ.ʁ,29.29,29.62
47863_f11_int13_20230328_CH_111155,47863,ɑ,0.07000000000000739,70.91,70.98,2,v,f,ɜ,v.ɑ,70.86,70.98,va,v.ɑ,70.86,70.98
98330_f2_int3_2015_11_17_assnat,98330,ɑ,0.14999999999999147,97.2,97.35,3,w,<SIL>,NA,m.w.ɑ,97.03,97.35,mois,m.w.ɑ,97.03,97.35
89010_f5_int6_2022_03_29_assnat_105202,89010,ɑ,0.1599999999999966,94.05,94.21,5,w,ʁ,œ,v.w.ɑ.ʁ,93.94,94.28,pouvoir,p.u.v.w.ɑ.ʁ,93.8,94.28
ANQ096-8,10162,ɑ,0.1596371882086165,1.828344671201814,1.9879818594104304,9,ʁ,l,a,ʁ.ɑ,1.758503401360544,1.9879818594104304,favorisera,f.a.v.o.ʁ.i.z.ʁ.ɑ,1.2596371882086166,1.9879818594104304
20978_f3_int5_2017_04_27_comm,20978,ɑ,0.08000000000000185,30.43,30.51,4,m,ʁ,a,m.ɑ,30.37,30.51,démarrage,d.e.m.ɑ.ʁ.a.ʒ,30.24,30.84
ANQ096-12,10162,ɑ,0.05986394557822905,55.61609977324263,55.67596371882086,2,p,o,s,p.ɑ,55.546258503401354,55.67596371882086,pas,p.ɑ,55.546258503401354,55.67596371882086
20189_f4_int8_2022_03_24_assnat_151628,20189,ɑ,0.25,39.11,39.36,7,w,ʁ,<SIL>,t.w.ɑ.ʁ,38.85,39.44,territoire,t.ɛ.ʁ.i.t.w.ɑ.ʁ,38.64,39.44
20488_f2_int3_2022_03_29_assnat_161259,20488,ɑ,0.06999999999999318,80.18,80.25,2,p,ɡ,ʁ,p.ɑ,80.1,80.25,pas,p.ɑ,80.1,80.25
95941_f3_int4_20221206_CH_200218,95941,ɑ,0.10999999999999945,41.43,41.54,4,ɡ,ʁ,d,ɡ.ɑ.ʁ,41.38,41.59,l'égard,l.e.ɡ.ɑ.ʁ,41.26,41.59
20189_f3_int3_2021_03_31_CH_0-1626,20189,ɑ,0.06000000000000227,35.47,35.53,5,w,ʁ,m,t.w.ɑ.ʁ,35.33,35.59,histoire,i.s.t.w.ɑ.ʁ,35.19,35.59
27263_f7_int8_20221201_CH_194021,27263,ɑ,0.06000000000000227,47.33,47.39,2,n,p,a,n.ɑ,47.3,47.39,n'a,n.ɑ,47.3,47.39
48329_f6_int7_2019_04_02_assnat_1952,48329,ɑ,0.08999999999999986,2.06,2.15,4,ʒ,d,e,ʒ.ɑ,1.99,2.15,déjà,d.e.ʒ.ɑ,1.8,2.15
ANQ067-10,93238,ɑ,0.05986394557822905,19.498185941043083,19.558049886621312,1,n,p,ɑ,ɑ,19.498185941043083,19.558049886621312,a,ɑ,19.498185941043083,19.558049886621312
30777_f2_int3_20221206_CH_193811,30777,ɑ,0.0799999999999983,62.35,62.43,4,t,n,ə,t.ɑ,62.25,62.43,l'état,l.e.t.ɑ,62.13,62.43
20978_f3_int5_2017_04_27_comm,20978,ɑ,0.33999999999999986,6.88,7.22,3,w,ʁ,<SIL>,v.w.ɑ.ʁ,6.68,7.3,voir,v.w.ɑ.ʁ,6.68,7.3
20978_f3_int5_2017_04_27_comm,20978,ɑ,0.05999999999999872,8.98,9.04,2,s,v,o,s.ɑ,8.91,9.04,ça,s.ɑ,8.91,9.04
66902_f2_int4_2013_06_12_comm,66902,ɑ,0.05000000000000004,1.93,1.98,2,ʒ,k,m,ʒ.ɑ.k,1.87,2.01,jacques,ʒ.ɑ.k,1.87,2.01
68749_f5_int5_2019_04_18_CAT_0-19_30,68749,ɑ,0.07000000000000028,13.49,13.56,7,w,ʁ,<SIL>,t.w.ɑ.ʁ,13.33,13.6,territoire,t.ɛ.ʁ.i.t.w.ɑ.ʁ,13.11,13.6
95941_f5_int6_20221206_CH_200218,95941,ɑ,0.13999999999999346,49.52,49.66,4,d,<SIL>,e,d.ɑ,49.44,49.66,mandat,m.ɑ̃.d.ɑ,49.26,49.66
47863_f7_int9_20230328_CH_111155,47863,ɑ,0.06000000000000227,51.12,51.18,2,s,s,ɑ,s.ɑ,51.06,51.18,ça,s.ɑ,51.06,51.18
20189_f7_int7_2021_03_31_CH_0-1626,20189,ɑ,0.06000000000000227,88.84,88.9,2,p,p,œ,p.ɑ,88.76,88.9,pas,p.ɑ,88.76,88.9
55473_f5_int6_2022_03_24_assnat_160345,55473,ɑ,0.15000000000000568,71.69,71.84,4,l,ʁ,d,l.ɑ.ʁ,71.66,71.9,dollar,d.ɔ.l.ɑ.ʁ,71.46,71.9
76718_f3_int6_2006_04_05_assnat,76718,ɑ,0.06000000000000227,31.81,31.87,2,p,b,o,p.ɑ,31.72,31.87,pas,p.ɑ,31.72,31.87
93404_f5_int6_2010_04_20_comm,93404,ɑ,0.1100000000000012,15.92,16.03,6,w,ʁ,y,v.w.ɑ.ʁ,15.76,16.09,prévoir,p.ʁ.e.v.w.ɑ.ʁ,15.55,16.09
61332_f8_int11_2013_02_15_comm_1,61332,ɑ,0.2699999999999996,14.63,14.9,2,p,ʁ,<SIL>,p.ɑ.ʁ,14.51,14.98,part,p.ɑ.ʁ,14.51,14.98
52013_f2_int2_2021_03_31_CH_0-1652,52013,ɑ,0.10999999999999945,67.58,67.69,2,k,d,a,k.ɑ,67.47,67.69,cas,k.ɑ,67.47,67.69
98330_f5_int5_2021_03_31_CH_0-1433,98330,ɑ,0.2700000000000031,38.48,38.75,2,p,<SIL>,p,p.ɑ,38.38,38.75,pas,p.ɑ,38.38,38.75
20291_f10_int11_20230328_CH_161055,20291,ɑ,0.07000000000000028,36.64,36.71,2,l,m,ɑ̃,l.ɑ,36.56,36.71,l'a,l.ɑ,36.56,36.71
94076_f5_int7_2022_03_30_assnat_164838,94076,ɑ,0.07000000000000028,41.39,41.46,5,l,ʁ,a,k.l.ɑ,41.3,41.46,déclaration,d.e.k.l.ɑ.ʁ.a.s.j.ɔ̃,41.18,41.78
89010_f9_int11_2022_03_29_assnat_105202,89010,ɑ,0.05000000000000004,1.17,1.22,2,s,s,e,s.ɑ,1.03,1.22,ça,s.ɑ,1.03,1.22
35448_f6_int7_20221208_CH_114157,35448,ɑ,0.07999999999999985,1.82,1.9,7,w,ʁ,p,t.w.ɑ.ʁ,1.74,1.96,territoire,t.ɛ.ʁ.i.t.w.ɑ.ʁ,1.54,1.96
27263_f1_int2_20221201_CH_194021,27263,ɑ,0.10999999999999945,76.33,76.44,1,i,ʁ,ɜ,ɑ,76.33,76.44,a,ɑ,76.33,76.44
27263_f5_int6_20221201_CH_194021,27263,ɑ,0.12000000000000456,87.21,87.33,4,m,s,e,m.ɑ,87.14,87.33,ramassée,ʁ.a.m.ɑ.s.e,87.05,87.5
ANQ071-1,34326,ɑ,0.3492063492063515,25.654195011337865,26.003401360544217,4,g,sp,e,g.ɑ,25.544444444444444,26.003401360544217,dégâts,d.e.g.ɑ,25.35487528344671,26.003401360544217
64968_f4_int5_2022_03_29_assnat_164708,64968,ɑ,0.07000000000000739,91.22,91.29,2,l,d,ə,l.ɑ,91.14,91.29,là,l.ɑ,91.14,91.29
20291_f10_int11_20230328_CH_161055,20291,ɑ,0.07000000000000028,42.37,42.44,2,s,f,ɛ,s.ɑ,42.29,42.44,ça,s.ɑ,42.29,42.44
18111_f7_int8_2014_02_18_assnat,18111,ɑ,0.05000000000001137,79.32,79.37,5,w,ʁ,a,v.w.ɑ.ʁ,79.19,79.42,pouvoir,p.u.v.w.ɑ.ʁ,79.01,79.42
20189_f2_int2_2021_03_31_CH_0-1626,20189,ɑ,0.1599999999999966,72.42,72.58,2,l,<SIL>,p,l.ɑ,72.36,72.58,là,l.ɑ,72.36,72.58
63101_f5_int6_2014_02_18_assnat,63101,ɑ,0.05000000000001137,72.46,72.51,3,w,d,ə,m.w.ɑ,72.25,72.51,mois,m.w.ɑ,72.25,72.51
47863_f9_int11_20230328_CH_111155,47863,ɑ,0.05999999999999517,54.7,54.76,2,s,s,e,s.ɑ,54.58,54.76,ça,s.ɑ,54.58,54.76
93404_f11_int17_2010_05_11_comm,93404,ɑ,0.07000000000000028,23.53,23.6,6,k,d,y,k.ɑ,23.44,23.6,l'avocat,l.a.v.ɔ.k.ɑ,23.18,23.6
93404_f2_int3_2010_04_20_comm,93404,ɑ,0.11000000000000032,6.31,6.42,3,j,d,e,v.j.ɑ,6.04,6.42,via,v.j.ɑ,6.04,6.42
ANQ031-16,46224,ɑ,0.07981859410431014,47.04557823129252,47.12539682539683,2,n,k,u,n.ɑ,46.965759637188214,47.12539682539683,a,n.ɑ,46.965759637188214,47.12539682539683
63101_f1_int2_2014_02_18_assnat,63101,ɑ,0.09000000000000341,81.36,81.45,4,w,ʁ,l,v.w.ɑ.ʁ,81.26,81.49,avoir,a.v.w.ɑ.ʁ,81.19,81.49
64968_f1_int2_2022_03_29_assnat_164708,64968,ɑ,0.14999999999999858,32.65,32.8,4,d,<SIL>,œ,d.ɑ,32.57,32.8,mandat,m.ɑ̃.d.ɑ,32.3,32.8
13539_f6_int8_2019_04_02_assnat_1622,13539,ɑ,0.14999999999999147,64.76,64.91,6,d,<SIL>,ʒ,d.ɑ,64.68,64.91,canada,k.a.n.a.d.ɑ,64.39,64.91
92098_f8_int9_2018_06_07_assnat_2,92098,ɑ,0.0799999999999983,70.64,70.72,2,s,s,e,s.ɑ,70.54,70.72,ça,s.ɑ,70.54,70.72
76718_f1_int2_2006_06_07_assnat,76718,ɑ,0.10999999999999945,35.74,35.85,1,<SIL>,t,e,ɑ,35.74,35.85,a,ɑ,35.74,35.85
38811_f5_int6_2018_03_21_assnat,38811,ɑ,0.06999999999999318,99.73,99.8,4,l,ʁ,<SIL>,l.ɑ.ʁ,99.7,99.84,dollars,d.ɔ.l.ɑ.ʁ,99.59,99.84
28898_f1_int1_2019_05_02_CH_0-19_30,28898,ɑ,0.10000000000000142,52.73,52.83,2,s,v,j,s.ɑ,52.54,52.83,ça,s.ɑ,52.54,52.83
ANQ031-24,46224,ɑ,0.0897959183673489,8.114058956916098,8.203854875283447,2,s,s,ə,s.ɑ,8.03424036281179,8.203854875283447,ça,s.ɑ,8.03424036281179,8.203854875283447
59967_f22_int43_2010_05_11_comm,59967,ɑ,0.05999999999999872,15.3,15.36,2,s,v,ɑ,s.ɑ,15.22,15.36,ça,s.ɑ,15.22,15.36
14401_f3_int4_2022_03_29_assnat_174837,14401,ɑ,0.07000000000000028,48.53,48.6,2,s,f,ɛ,s.ɑ,48.43,48.6,ça,s.ɑ,48.43,48.6
98330_f2_int3_2016_09_12_comm_2,98330,ɑ,0.14000000000000057,20.2,20.34,3,w,ʁ,ɑ̃,n.w.ɑ.ʁ,20.02,20.43,noir,n.w.ɑ.ʁ,20.02,20.43
ANQ060-1,15538,ɑ,0.09977324263038569,1.4192743764172333,1.519047619047619,1,z,v,ʁ,ɑ,1.4192743764172333,1.519047619047619,avril,ɑ.v.ʁ.i.l,1.4192743764172333,1.828344671201814
38811_f2_int3_2018_03_21_assnat,38811,ɑ,0.3200000000000003,53.82,54.14,5,w,ʁ,<SIL>,v.w.ɑ.ʁ,53.6,54.21,savoir,s.a.v.w.ɑ.ʁ,53.4,54.21
ANQ062-15,69953,ɑ,0.7582766439909294,5.909070294784581,6.66734693877551,1,ø,d,e,ɑ,5.909070294784581,6.66734693877551,a,ɑ,5.909070294784581,6.66734693877551
20291_f4_int5_20230328_CH_161055,20291,ɑ,0.07000000000000028,62.53,62.6,2,p,s,ɑ̃,p.ɑ,62.44,62.6,pas,p.ɑ,62.44,62.6
ANQ067-16,93238,ɑ,0.11972789115646164,26.432426303854875,26.552154195011337,4,l,ʁ,o,l.ɑ.ʁ,26.402494331065757,26.59206349206349,dollars,d.o.l.ɑ.ʁ,26.27278911564626,26.59206349206349
92098_f3_int4_2018_06_07_assnat_2,92098,ɑ,0.06000000000000227,78.33,78.39,1,i,d,e,ɑ,78.33,78.39,a,ɑ,78.33,78.39
79155_f5_int7_20230329_CH_163526,79155,ɑ,0.1700000000000017,45.67,45.84,4,l,ʁ,e,l.ɑ.ʁ,45.63,45.91,dollars,d.ɔ.l.ɑ.ʁ,45.47,45.91
ANQ067-11,93238,ɑ,0.26938775510204493,37.50725623582766,37.776643990929706,4,t,ʁ,sp,t.ɑ.ʁ,37.43741496598639,37.94625850340137,retard,ʁ.ə.t.ɑ.ʁ,37.37755102040817,37.94625850340137
47863_f6_int8_20230328_CH_111155,47863,ɑ,0.07000000000000028,61.42,61.49,2,v,b,ɑ,v.ɑ,61.35,61.49,va,v.ɑ,61.35,61.49
30777_f5_int6_20221206_CH_193811,30777,ɑ,0.120000000000001,29.32,29.44,2,p,d,ə,p.ɑ,29.29,29.44,pas,p.ɑ,29.29,29.44
ANQ067-3,93238,ɑ,0.07981859410430303,37.6968253968254,37.776643990929706,4,w,s,ɑ̃,k.ʁ.w.ɑ,37.45736961451247,37.776643990929706,croissance,k.ʁ.w.ɑ.s.ɑ̃.s,37.45736961451247,38.48503401360544
37282_f3_int5_20230328_CH_182011,37282,ɑ,0.1700000000000017,44.26,44.43,1,i,<SIL>,o,ɑ,44.26,44.43,a,ɑ,44.26,44.43
92340_f4_int5_2022_03_29_assnat_110941,92340,ɑ,0.28000000000000114,59.42,59.7,2,l,<SIL>,e,l.ɑ,59.36,59.7,là,l.ɑ,59.36,59.7
ANQ027-1,33483,ɑ,0.10975056689342466,6.707256235827664,6.817006802721089,2,v,s,ə,v.ɑ,6.617460317460317,6.817006802721089,va,v.ɑ,6.617460317460317,6.817006802721089
22095_f4_int8_2006_04_05_assnat,22095,ɑ,0.08000000000000007,4,4.08,1,i,d,ə,ɑ,4,4.08,a,ɑ,4,4.08
98330_f7_int7_2021_03_31_CH_0-1433,98330,ɑ,0.10999999999999945,82.27,82.38,4,t,p,ɥ,t.ɑ,82.18,82.38,l'état,l.e.t.ɑ,82.07,82.38
52013_f5_int5_2021_03_31_CH_0-1652,52013,ɑ,0.06000000000000227,24.72,24.78,7,ʁ,d,ə,ʁ.ɑ,24.62,24.78,sortira,s.ɔ.ʁ.t.i.ʁ.ɑ,24.21,24.78
ANQ096-16,10162,ɑ,0.12970521541950575,72.81700680272108,72.94671201814059,3,l,s,e,k.l.ɑ,72.68730158730159,72.94671201814059,classés,k.l.ɑ.s.e,72.68730158730159,73.14625850340136
98330_f6_int6_2021_03_31_CH_0-1433,98330,ɑ,0.0799999999999983,95.4,95.48,2,s,d,ə,s.ɑ,95.3,95.48,ça,s.ɑ,95.3,95.48
ANQ031-17,46224,ɑ,0.2793650793650784,73.16621315192744,73.44557823129252,2,k,d,ʁ,k.ɑ.d.ʁ,73.0764172335601,73.57528344671202,cadre,k.ɑ.d.ʁ,73.0764172335601,73.57528344671202
ANQ102-1,34408,ɑ,0.09977324263038768,24.51678004535147,24.61655328798186,1,ɑ̃,p,ʁ,ɑ,24.51678004535147,24.61655328798186,a,ɑ,24.51678004535147,24.61655328798186
30777_f5_int6_20221206_CH_193811,30777,ɑ,0.11999999999999744,30.17,30.29,2,v,<SIL>,ɛ̃,v.ɑ,30.09,30.29,va,v.ɑ,30.09,30.29
38811_f9_int10_2018_03_21_assnat,38811,ɑ,0.1600000000000037,58.01,58.17,4,l,ʁ,<SIL>,l.ɑ.ʁ,57.97,58.33,dollars,d.ɔ.l.ɑ.ʁ,57.86,58.33
10622_f3_int4_20221202_CH_115051,10622,ɑ,0.129999999999999,28.02,28.15,2,p,ʁ,a,p.ɑ.ʁ,27.93,28.19,part,p.ɑ.ʁ,27.93,28.19
47863_f5_int7_20230328_CH_111155,47863,ɑ,0.14999999999999858,48.6,48.75,2,l,<SIL>,ɔ̃,l.ɑ,48.52,48.75,là,l.ɑ,48.52,48.75
61332_f13_int20_2013_02_15_comm_1,61332,ɑ,0.06999999999999673,24.76,24.83,2,m,f,u,m.ɑ,24.68,24.83,m'a,m.ɑ,24.68,24.83
38811_f6_int7_2018_03_21_assnat,38811,ɑ,0.14000000000000057,36.39,36.53,4,l,ʁ,p,l.ɑ.ʁ,36.36,36.61,dollars,d.ɔ.l.ɑ.ʁ,36.22,36.61
13539_f5_int7_2019_04_02_assnat_1622,13539,ɑ,0.09999999999999964,12.64,12.74,2,p,a,spn,p.ɑ,12.54,12.74,pas,p.ɑ,12.54,12.74
14401_f3_int4_2022_03_29_assnat_174837,14401,ə,0.06000000000000227,79.55,79.61,2,k,ʒ,ə,k.ə,79.47,79.61,que,k.ə,79.47,79.61
52013_f1_int1_2021_03_31_CH_0-1652,52013,ə,0.14000000000000057,35.08,35.22,2,d,n,u,d.ə,34.93,35.22,de,d.ə,34.93,35.22
30777_f1_int2_20221206_CH_193811,30777,ə,0.09999999999999964,13.81,13.91,2,d,d,e,d.ə,13.75,13.91,de,d.ə,13.75,13.91
27263_f5_int6_20221201_CH_194021,27263,ə,0.07000000000000028,39.6,39.67,2,d,f,i,d.ə,39.57,39.67,de,d.ə,39.57,39.67
64968_f7_int9_2022_03_29_assnat_164708,64968,ə,0.10999999999999945,41.81,41.92,2,d,s,ɑ̃,d.ə,41.77,41.92,de,d.ə,41.77,41.92
